Representative,Committee,Rank,Congress,Last Name,First Name,Middle Initial,State,bioguideID
Khanna,Budget.,,116,Khanna,,,,K000389
Khanna,OversightandReform.,,116,Khanna,,,,K000389
Kildee,Budget.,,116,Kildee,,,,K000380
Kildee,WaysandMeans.,,116,Kildee,,,,K000380
Kilmer,"Select Committee on the Modernization of Congress, chair.",,116,Kilmer,,,,K000381
Kilmer,Appropriations.,,116,Kilmer,,,,K000381
Kim,ArmedServices.,,116,Kim,,,,K000394
Kim,SmallBusiness.,,116,Kim,,,,K000394
Kind,WaysandMeans.,,116,Kind,,,,K000188
"King,PeterT.,ofNewYork",HomelandSecurity.,,116,King,"PeterT.,ofNewYork",,,
"King,Steve,ofIowa",[Nocommitteeassignmentsatpresstime.],,116,King,"Steve,ofIowa",,,
Kinzinger,EnergyandCommerce.,,116,Kinzinger,,,,K000378
Kinzinger,ForeignAffairs.,,116,Kinzinger,,,,K000378
Kirkpatrick,Agriculture.,,116,Kirkpatrick,,,,K000368
Kirkpatrick,Appropriations.,,116,Kirkpatrick,,,,K000368
Krishnamoorthi,OversightandReform.,,116,Krishnamoorthi,,,,K000391
Krishnamoorthi,PermanentSelectCommitteeonIntelligence.,,116,Krishnamoorthi,,,,K000391
"Kuster,AnnM.,of NewHampshire",EnergyandCommerce.,,116,Kuster,"AnnM.,of",,,K000382
"Kustoff,David,ofTennessee",FinancialServices.,,116,Kustoff,"David,ofTennessee",,,K000392
LaHood,WaysandMeans.,,116,LaHood,,,,L000585
LaMalfa,Agriculture.,,116,LaMalfa,,,,L000578
LaMalfa,TransportationandInfrastructure.,,116,LaMalfa,,,,L000578
Lamb,"Science,Space,andTechnology.",,116,Lamb,,,,L000588
Lamb,TransportationandInfrastructure.,,116,Lamb,,,,L000588
Lamb,Veterans’Affairs.,,116,Lamb,,,,L000588
Lamborn,ArmedServices.,,116,Lamborn,,,,L000564
Lamborn,NaturalResources.,,116,Lamborn,,,,L000564
Langevin,ArmedServices.,,116,Langevin,,,,L000559
Langevin,HomelandSecurity.,,116,Langevin,,,,L000559
"Larsen,Rick,ofWashington",ArmedServices.,,116,Larsen,"Rick,ofWashington",,,L000560
"Larsen,Rick,ofWashington",TransportationandInfrastructure.,,116,Larsen,"Rick,ofWashington",,,L000560
"Larson,JohnB.,ofConnecticut",WaysandMeans.,,116,Larson,"JohnB.,ofConnecticut",,,L000557
Latta,EnergyandCommerce.,,116,Latta,,,,L000566
Lawrence,Appropriations.,,116,Lawrence,,,,L000581
Lawrence,OversightandReform.,,116,Lawrence,,,,L000581
"Lawson,Al,Jr.,ofFlorida",Agriculture.,,116,Lawson,"Al,Jr.,ofFlorida",,,L000586
"Lawson,Al,Jr.,ofFlorida",FinancialServices.,,116,Lawson,"Al,Jr.,ofFlorida",,,L000586
"Lee,Barbara,ofCalifornia",Appropriations.,,116,Lee,"Barbara,ofCalifornia",,,
"Lee,Barbara,ofCalifornia",Budget.,,116,Lee,"Barbara,ofCalifornia",,,
"Lee,Susie,ofNevada",EducationandLabor.,,116,Lee,"Susie,ofNevada",,,
"Lee,Susie,ofNevada",Veterans’Affairs.,,116,Lee,"Susie,ofNevada",,,
Lesko,HomelandSecurity.,,116,Lesko,,,,L000589
Lesko,Judiciary.,,116,Lesko,,,,L000589
Lesko,Rules.,,116,Lesko,,,,L000589
"Levin,Andy,ofMichigan",EducationandLabor.,,116,Levin,"Andy,ofMichigan",,,
"Levin,Andy,ofMichigan",ForeignAffairs.,,116,Levin,"Andy,ofMichigan",,,
"Levin,Mike,ofCalifornia",NaturalResources.,,116,Levin,"Mike,ofCalifornia",,,
"Levin,Mike,ofCalifornia",Veterans’Affairs.,,116,Levin,"Mike,ofCalifornia",,,
"Levin,Mike,ofCalifornia",SelectCommitteeontheClimateCrisis.,,116,Levin,"Mike,ofCalifornia",,,
"Lieu,Ted,ofCalifornia",ForeignAffairs.,,116,Lieu,"Ted,ofCalifornia",,,L000582
"Lieu,Ted,ofCalifornia",Judiciary.,,116,Lieu,"Ted,ofCalifornia",,,L000582
Lipinski,"Science,Space,andTechnology.",,116,Lipinski,,,,L000563
Lipinski,TransportationandInfrastructure.,,116,Lipinski,,,,L000563
Loebsack,EnergyandCommerce.,,116,Loebsack,,,,L000565
Lofgren,"HouseAdministration,chairperson.",,116,Lofgren,,,,L000397
Lofgren,Judiciary.,,116,Lofgren,,,,L000397
Lofgren,"Science,Space,andTechnology.",,116,Lofgren,,,,L000397
Lofgren,SelectCommitteeontheModernizationofCongress.,,116,Lofgren,,,,L000397
Long,EnergyandCommerce.,,116,Long,,,,L000576
Loudermilk,FinancialServices.,,116,Loudermilk,,,,L000583
Loudermilk,HouseAdministration.,,116,Loudermilk,,,,L000583
Lowenthal,NaturalResources.,,116,Lowenthal,,,,L000579
Lowenthal,TransportationandInfrastructure.,,116,Lowenthal,,,,L000579
Lowey,"Appropriations,chair.",,116,Lowey,,,,L000480
Lucas,"Science,Space,andTechnology,rankingmember.",,116,Lucas,,,,L000491
Lucas,FinancialServices.,,116,Lucas,,,,L000491
Luetkemeyer,FinancialServices.,,116,Luetkemeyer,,,,L000569
Luja´n,AssistantSpeaker.,,116,Lujan,,,,L000570
Luja´n,EnergyandCommerce.,,116,Lujan,,,,L000570
Luja´n,SelectCommitteeontheClimateCrisis.,,116,Lujan,,,,L000570
Luria,ArmedServices.,,116,Luria,,,,L000591
Luria,Veterans’Affairs.,,116,Luria,,,,L000591
Lynch,FinancialServices.,,116,Lynch,,,,L000562
Lynch,OversightandReform.,,116,Lynch,,,,L000562
Lynch,TransportationandInfrastructure.,,116,Lynch,,,,L000562
Malinowski,ForeignAffairs.,,116,Malinowski,,,,M001203
Malinowski,TransportationandInfrastructure.,,116,Malinowski,,,,M001203
"Maloney,CarolynB.,of NewYork","OversightandReform,chairwoman.",,116,Maloney,"CarolynB.,of",,,
"Maloney,CarolynB.,of NewYork",FinancialServices.,,116,Maloney,"CarolynB.,of",,,
"Maloney,SeanPatrick,of NewYork",Agriculture.,,116,Maloney,"SeanPatrick,of",,,
"Maloney,SeanPatrick,of NewYork",TransportationandInfrastructure.,,116,Maloney,"SeanPatrick,of",,,
"Maloney,SeanPatrick,of NewYork",PermanentSelectCommitteeonIntelligence.,,116,Maloney,"SeanPatrick,of",,,
Marchant,Ethics.,,116,Marchant,,,,M001158
Marchant,WaysandMeans.,,116,Marchant,,,,M001158
Marshall,Agriculture.,,116,Marshall,,,,M001198
Marshall,"Science,Space,andTechnology.",,116,Marshall,,,,M001198
Massie,OversightandReform.,,116,Massie,,,,M001184
Massie,TransportationandInfrastructure.,,116,Massie,,,,M001184
Mast,ForeignAffairs.,,116,Mast,,,,M001199
Mast,TransportationandInfrastructure.,,116,Mast,,,,M001199
Matsui,EnergyandCommerce.,,116,Matsui,,,,M001163
Matsui,Rules.,,116,Matsui,,,,M001163
McAdams,FinancialServices.,,116,McAdams,,,,M001209
McAdams,"Science,Space,andTechnology.",,116,McAdams,,,,M001209
McBath,EducationandLabor.,,116,McBath,,,,M001208
McBath,Judiciary.,,116,McBath,,,,M001208
McCarthy,RepublicanLeader.,,116,McCarthy,,,,M001165
McCaul,ForeignAffairs.,,116,McCaul,,,,M001157
McCaul,HomelandSecurity.,,116,McCaul,,,,M001157
McClintock,Judiciary.,,116,McClintock,,,,M001177
McClintock,NaturalResources.,,116,McClintock,,,,M001177
McCollum,Appropriations.,,116,McCollum,,,,M001143
McEachin,EnergyandCommerce.,,116,McEachin,,,,M001200
McEachin,NaturalResources.,,116,McEachin,,,,M001200
McEachin,SelectCommitteeontheClimateCrisis.,,116,McEachin,,,,M001200
McGovern,"Rules,chair.",,116,McGovern,,,,M000312
McGovern,Agriculture.,,116,McGovern,,,,M000312
McHenry,FinancialServices.,,116,McHenry,,,,M001156
McKinley,EnergyandCommerce.,,116,McKinley,,,,M001180
McNerney,EnergyandCommerce.,,116,McNerney,,,,M001166
McNerney,"Science,Space,andTechnology.",,116,McNerney,,,,M001166
Meeks,FinancialServices.,,116,Meeks,,,,M001137
Meeks,ForeignAffairs.,,116,Meeks,,,,M001137
Meng,Appropriations.,,116,Meng,,,,M001188
Meng,Ethics.,,116,Meng,,,,M001188
Meuser,Budget.,,116,Meuser,,,,M001204
Meuser,EducationandLabor.,,116,Meuser,,,,M001204
Meuser,Veterans’Affairs.,,116,Meuser,,,,M001204
Mfume,OversightandReform.,,116,Mfume,,,,M000687
Mfume,SmallBusiness.,,116,Mfume,,,,M000687
Miller,OversightandReform.,,116,Miller,,,,M001205
Miller,TransportationandInfrastructure.,,116,Miller,,,,M001205
Miller,SelectCommitteeontheClimateCrisis.,,116,Miller,,,,M001205
Mitchell,ArmedServices.,,116,Mitchell,,,,M001201
Mitchell,TransportationandInfrastructure.,,116,Mitchell,,,,M001201
Moolenaar,Appropriations.,,116,Moolenaar,,,,M001194
"Mooney,AlexanderX.,of WestVirginia",FinancialServices.,,116,Mooney,"AlexanderX.,of",,,M001195
Moore,WaysandMeans.,,116,Moore,,,,M001160
Morelle,Budget.,,116,Morelle,,,,M001206
Morelle,EducationandLabor.,,116,Morelle,,,,M001206
Morelle,Rules.,,116,Morelle,,,,M001206
Moulton,ArmedServices.,,116,Moulton,,,,M001196
Moulton,Budget.,,116,Moulton,,,,M001196
Mucarsel-Powell,Judiciary.,,116,Mucarsel-Powell,,,,M001207
Mucarsel-Powell,TransportationandInfrastructure.,,116,Mucarsel-Powell,,,,M001207
Mullin,EnergyandCommerce.,,116,Mullin,,,,M001190
"Murphy,GregoryF.,of NorthCarolina",EducationandLabor.,,116,Murphy,"GregoryF.,of",,,
"Murphy,GregoryF.,of NorthCarolina","Science,Space,andTechnology.",,116,Murphy,"GregoryF.,of",,,
"Murphy,StephanieN.,of Florida",WaysandMeans.,,116,Murphy,"StephanieN.,of",,,
Nadler,"Judiciary,chair.",,116,Nadler,,,,N000002
Napolitano,NaturalResources.,,116,Napolitano,,,,N000179
Napolitano,TransportationandInfrastructure.,,116,Napolitano,,,,N000179
Neal,"WaysandMeans,chair.",,116,Neal,,,,N000015
Neguse,Judiciary.,,116,Neguse,,,,N000191
Neguse,NaturalResources.,,116,Neguse,,,,N000191
Neguse,SelectCommitteeontheClimateCrisis.,,116,Neguse,,,,N000191
Newhouse,Appropriations.,,116,Newhouse,,,,N000189
Newhouse,SelectCommitteeontheModernizationofCongress.,,116,Newhouse,,,,N000189
Norcross,ArmedServices.,,116,Norcross,,,,N000188
Norcross,EducationandLabor.,,116,Norcross,,,,N000188
Norman,Budget.,,116,Norman,,,,N000190
Norman,OversightandReform.,,116,Norman,,,,N000190
Norman,"Science,Space,andTechnology.",,116,Norman,,,,N000190
Norton,OversightandReform.,,116,Norton,,,,N000147
Norton,TransportationandInfrastructure.,,116,Norton,,,,N000147
Nunes,WaysandMeans.,,116,Nunes,,,,N000181
Nunes,PermanentSelectCommitteeonIntelligence.,,116,Nunes,,,,N000181
Ocasio-Cortez,FinancialServices.,,116,Ocasio-Cortez,,,,O000172
Ocasio-Cortez,OversightandReform.,,116,Ocasio-Cortez,,,,O000172
O’Halleran,Agriculture.,,116,O'Halleran,,,,O000171
O’Halleran,EnergyandCommerce.,,116,O'Halleran,,,,O000171
Olson,EnergyandCommerce.,,116,Olson,,,,O000168
Omar,Budget.,,116,Omar,,,,O000173
Omar,EducationandLabor.,,116,Omar,,,,O000173
Omar,ForeignAffairs.,,116,Omar,,,,O000173
Palazzo,Appropriations.,,116,Palazzo,,,,P000601
Pallone,"EnergyandCommerce,chair.",,116,Pallone,,,,P000034
Pallone,OversightandReform.,,116,Pallone,,,,P000034
Palmer,TransportationandInfrastructure.,,116,Palmer,,,,P000609
Palmer,SelectCommitteeontheClimateCrisis.,,116,Palmer,,,,P000609
Palmer,OversightandReform.,,116,Palmer,,,,P000609
Panetta,Agriculture.,,116,Panetta,,,,P000613
Panetta,Budget.,,116,Panetta,,,,P000613
Panetta,WaysandMeans.,,116,Panetta,,,,P000613
Pappas,TransportationandInfrastructure.,,116,Pappas,,,,P000614
Pappas,Veterans’Affairs.,,116,Pappas,,,,P000614
Pascrell,WaysandMeans.,,116,Pascrell,,,,P000096
Payne,HomelandSecurity.,,116,Payne,,,,P000604
Payne,TransportationandInfrastructure.,,116,Payne,,,,P000604
Pelosi,TheSpeaker.,,116,Pelosi,,,,P000197
Pence,ForeignAffairs.,,116,Pence,,,,P000615
Pence,TransportationandInfrastructure.,,116,Pence,,,,P000615
Perlmutter,FinancialServices.,,116,Perlmutter,,,,P000593
Perlmutter,Rules.,,116,Perlmutter,,,,P000593
Perlmutter,"Science,Space,andTechnology.",,116,Perlmutter,,,,P000593
Perry,ForeignAffairs.,,116,Perry,,,,P000605
Perry,TransportationandInfrastructure.,,116,Perry,,,,P000605
Peters,Budget.,,116,Peters,,,,
Peters,EnergyandCommerce.,,116,Peters,,,,
Peterson,"Agriculture,chair.",,116,Peterson,,,,P000258
Peterson,Veterans’Affairs.,,116,Peterson,,,,P000258
Phillips,Ethics.,,116,Phillips,,,,P000616
Phillips,FinancialServices.,,116,Phillips,,,,P000616
Phillips,ForeignAffairs.,,116,Phillips,,,,P000616
Pingree,Agriculture.,,116,Pingree,,,,P000597
Pingree,Appropriations.,,116,Pingree,,,,P000597
Plaskett,Agriculture.,,116,Plaskett,,,,P000610
Plaskett,OversightandReform.,,116,Plaskett,,,,P000610
Plaskett,TransportationandInfrastructure.,,116,Plaskett,,,,P000610
Pocan,Appropriations.,,116,Pocan,,,,P000607
Pocan,SelectCommitteeontheModernizationofCongress.,,116,Pocan,,,,P000607
Porter,FinancialServices.,,116,Porter,,,,P000618
Porter,OversightandReform.,,116,Porter,,,,P000618
Posey,FinancialServices.,,116,Posey,,,,P000599
Posey,"Science,Space,andTechnology.",,116,Posey,,,,P000599
Pressley,FinancialServices.,,116,Pressley,,,,P000617
Pressley,OversightandReform.,,116,Pressley,,,,P000617
"Price,DavidE.,of NorthCarolina",Appropriations.,,116,Price,"DavidE.,of",,,P000523
"Price,DavidE.,of NorthCarolina",Budget.,,116,Price,"DavidE.,of",,,P000523
Quigley,Appropriations.,,116,Quigley,,,,Q000023
Quigley,PermanentSelectCommitteeonIntelligence.,,116,Quigley,,,,Q000023
Radewagen,NaturalResources.,,116,Radewagen,,,,R000600
Radewagen,SmallBusiness.,,116,Radewagen,,,,R000600
Radewagen,Veterans’Affairs.,,116,Radewagen,,,,R000600
Raskin,HouseAdministration.,,116,Raskin,,,,R000606
Raskin,Judiciary.,,116,Raskin,,,,R000606
Raskin,OversightandReform.,,116,Raskin,,,,R000606
Raskin,Rules.,,116,Raskin,,,,R000606
Reed,WaysandMeans.,,116,Reed,,,,
Reschenthaler,ForeignAffairs.,,116,Reschenthaler,,,,R000610
Reschenthaler,Judiciary.,,116,Reschenthaler,,,,R000610
"Rice,KathleenM.,of NewYork",HomelandSecurity.,,116,Rice,"KathleenM.,of",,,
"Rice,KathleenM.,of NewYork",Veterans’Affairs.,,116,Rice,"KathleenM.,of",,,
"Rice,Tom,ofSouthCarolina",WaysandMeans.,,116,Rice,"Tom,ofSouthCarolina",,,
Richmond,HomelandSecurity.,,116,Richmond,,,,R000588
Richmond,Judiciary.,,116,Richmond,,,,R000588
Riggleman,FinancialServices.,,116,Riggleman,,,,R000611
Roby,Appropriations.,,116,Roby,,,,R000591
Roby,Judiciary.,,116,Roby,,,,R000591
"Rodgers,CathyMcMorris,of Washington",EnergyandCommerce.,,116,McMorris Rodgers,"CathyMcMorris,of",,,M001159
"Roe,DavidP.,ofTennessee","Veterans’Affairs,rankingmember.",,116,Roe,"DavidP.,ofTennessee",,,R000582
"Roe,DavidP.,ofTennessee",EducationandLabor.,,116,Roe,"DavidP.,ofTennessee",,,R000582
"Rogers,Harold,ofKentucky",Appropriations.,,116,Rogers,"Harold,ofKentucky",,,
"Rogers,Mike,ofAlabama",ArmedServices.,,116,Rogers,"Mike,ofAlabama",,,
"Rogers,Mike,ofAlabama",HomelandSecurity.,,116,Rogers,"Mike,ofAlabama",,,
"Rooney,Francis,ofFlorida",ForeignAffairs.,,116,Rooney,"Francis,ofFlorida",,,
"Rooney,Francis,ofFlorida","Science,Space,andTechnology.",,116,Rooney,"Francis,ofFlorida",,,
"Rose,JohnW.,ofTennessee",FinancialServices.,,116,Rose,"JohnW.,ofTennessee",,,
"Rose,Max,ofNewYork",HomelandSecurity.,,116,Rose,"Max,ofNewYork",,,
"Rose,Max,ofNewYork",Veterans’Affairs.,,116,Rose,"Max,ofNewYork",,,
Rouda,OversightandReform.,,116,Rouda,,,,R000616
Rouda,TransportationandInfrastructure.,,116,Rouda,,,,R000616
Rouzer,Agriculture.,,116,Rouzer,,,,R000603
Rouzer,TransportationandInfrastructure.,,116,Rouzer,,,,R000603
Roy,Budget.,,116,Roy,,,,R000614
Roy,OversightandReform.,,116,Roy,,,,R000614
Roy,Veterans’Affairs.,,116,Roy,,,,R000614
Roybal-Allard,Appropriations.,,116,Roybal-Allard,,,,R000486
Ruiz,EnergyandCommerce.,,116,Ruiz,,,,R000599
Ruppersberger,Appropriations.,,116,Ruppersberger,,,,R000576
Rush,EnergyandCommerce.,,116,Rush,,,,R000515
Rutherford,Appropriations.,,116,Rutherford,,,,R000609
Ryan,Appropriations.,,116,Ryan,,,,
Sablan,EducationandLabor.,,116,Sablan,,,,S001177
Sablan,NaturalResources.,,116,Sablan,,,,S001177
Sablan,Veterans’Affairs.,,116,Sablan,,,,S001177
Sa´nchez,WaysandMeans.,,116,Sánchez,,,,S001156
SanNicolas,FinancialServices.,,116,San Nicolas,,,,S001204
SanNicolas,NaturalResources.,,116,San Nicolas,,,,S001204
Sarbanes,EnergyandCommerce.,,116,Sarbanes,,,,S001168
Sarbanes,OversightandReform.,,116,Sarbanes,,,,S001168
Scalise,RepublicanWhip.,,116,Scalise,,,,S001176
Scalise,EnergyandCommerce.,,116,Scalise,,,,S001176
Scanlon,Judiciary.,,116,Scanlon,,,,S001205
Scanlon,Rules.,,116,Scanlon,,,,S001205
Scanlon,SelectCommitteeontheModernizationofCongress.,,116,Scanlon,,,,S001205
Schakowsky,SeniorChiefDeputyMajorityWhip.,,116,Schakowsky,,,,S001145
Schakowsky,Budget.,,116,Schakowsky,,,,S001145
Schakowsky,EnergyandCommerce.,,116,Schakowsky,,,,S001145
Schiff,"PermanentSelectCommitteeonIntelligence,chairman.",,116,Schiff,,,,S001150
Schneider,SmallBusiness.,,116,Schneider,,,,S001190
Schneider,WaysandMeans.,,116,Schneider,,,,S001190
Schrader,EnergyandCommerce.,,116,Schrader,,,,S001180
Schrier,Agriculture.,,116,Schrier,,,,S001216
Schrier,EducationandLabor.,,116,Schrier,,,,S001216
Schweikert,WaysandMeans.,,116,Schweikert,,,,S001183
"Scott,Austin,ofGeorgia",Agriculture.,,116,Scott,"Austin,ofGeorgia",,,
"Scott,Austin,ofGeorgia",ArmedServices.,,116,Scott,"Austin,ofGeorgia",,,
"Scott,David,ofGeorgia",Agriculture.,,116,Scott,"David,ofGeorgia",,,
"Scott,David,ofGeorgia",FinancialServices.,,116,Scott,"David,ofGeorgia",,,
"Scott,RobertC.‘‘Bobby’’,of Virginia","EducationandLabor,chair.",,116,Scott,"RobertC.‘‘Bobby’’,of",,,
"Scott,RobertC.‘‘Bobby’’,of Virginia",Budget.,,116,Scott,"RobertC.‘‘Bobby’’,of",,,
Sensenbrenner,ForeignAffairs.,,116,Sensenbrenner,,,,S000244
Sensenbrenner,Judiciary.,,116,Sensenbrenner,,,,S000244
Serrano,Appropriations.,,116,Serrano,,,,S000248
"Sewell,TerriA.,ofAlabama",WaysandMeans.,,116,Sewell,"TerriA.,ofAlabama",,,S001185
"Sewell,TerriA.,ofAlabama",PermanentSelectCommitteeonIntelligence.,,116,Sewell,"TerriA.,ofAlabama",,,S001185
Shalala,EducationandLabor.,,116,Shalala,,,,S001206
Shalala,Rules.,,116,Shalala,,,,S001206
Sherman,FinancialServices.,,116,Sherman,,,,S000344
Sherman,ForeignAffairs.,,116,Sherman,,,,S000344
Sherman,"Science,Space,andTechnology.",,116,Sherman,,,,S000344
Sherrill,ArmedServices.,,116,Sherrill,,,,S001207
Sherrill,"Science,Space,andTechnology.",,116,Sherrill,,,,S001207
Shimkus,EnergyandCommerce.,,116,Shimkus,,,,S000364
Simpson,Appropriations.,,116,Simpson,,,,S001148
Sires,Budget.,,116,Sires,,,,S001165
Sires,ForeignAffairs.,,116,Sires,,,,S001165
Sires,TransportationandInfrastructure.,,116,Sires,,,,S001165
Slotkin,ArmedServices.,,116,Slotkin,,,,S001208
Slotkin,HomelandSecurity.,,116,Slotkin,,,,S001208
"Smith,Adam,ofWashington","ArmedServices,chair.",,116,Smith,"Adam,ofWashington",,,
"Smith,Adrian,ofNebraska",WaysandMeans.,,116,Smith,"Adrian,ofNebraska",,,
"Smith,ChristopherH.,of NewJersey",ForeignAffairs.,,116,Smith,"ChristopherH.,of",,,
"Smith,Jason,ofMissouri",Budget.,,116,Smith,"Jason,ofMissouri",,,
"Smith,Jason,ofMissouri",WaysandMeans.,,116,Smith,"Jason,ofMissouri",,,
Smucker,EducationandLabor.,,116,Smucker,,,,S001199
Smucker,TransportationandInfrastructure.,,116,Smucker,,,,S001199
Soto,EnergyandCommerce.,,116,Soto,,,,S001200
Soto,NaturalResources.,,116,Soto,,,,S001200
Spanberger,Agriculture.,,116,Spanberger,,,,S001209
Spanberger,ForeignAffairs.,,116,Spanberger,,,,S001209
Spano,SmallBusiness.,,116,Spano,,,,S001210
Spano,TransportationandInfrastructure.,,116,Spano,,,,S001210
Speier,ArmedServices.,,116,Speier,,,,S001175
Speier,OversightandReform.,,116,Speier,,,,S001175
Speier,PermanentSelectCommitteeonIntelligence.,,116,Speier,,,,S001175
Stanton,Judiciary.,,116,Stanton,,,,S001211
Stanton,TransportationandInfrastructure.,,116,Stanton,,,,S001211
Stauber,SmallBusiness.,,116,Stauber,,,,S001212
Stauber,TransportationandInfrastructure.,,116,Stauber,,,,S001212
Stefanik,ArmedServices.,,116,Stefanik,,,,S001196
Stefanik,EducationandLabor.,,116,Stefanik,,,,S001196
Stefanik,PermanentSelectCommitteeonIntelligence.,,116,Stefanik,,,,S001196
Steil,FinancialServices.,,116,Steil,,,,S001213
Steube,Judiciary.,,116,Steube,,,,S001214
Steube,OversightandReform.,,116,Steube,,,,S001214
Steube,Veterans’Affairs.,,116,Steube,,,,S001214
Stevens,EducationandLabor.,,116,Stevens,,,,S001215
Stevens,"Science,Space,andTechnology.",,116,Stevens,,,,S001215
Stewart,Appropriations.,,116,Stewart,,,,S001192
Stewart,Budget.,,116,Stewart,,,,S001192
Stewart,PermanentSelectCommitteeonIntelligence.,,116,Stewart,,,,S001192
Stivers,FinancialServices.,,116,Stivers,,,,S001187
Suozzi,WaysandMeans.,,116,Suozzi,,,,S001201
"Swalwell,Eric,ofCalifornia",Judiciary.,,116,Swalwell,"Eric,ofCalifornia",,,S001193
"Swalwell,Eric,ofCalifornia",PermanentSelectCommitteeonIntelligence.,,116,Swalwell,"Eric,ofCalifornia",,,S001193
Takano,"Veterans’Affairs,chair.",,116,Takano,,,,T000472
Takano,EducationandLabor.,,116,Takano,,,,T000472
Taylor,FinancialServices.,,116,Taylor,,,,
"Thompson,BennieG.,of Mississippi","HomelandSecurity,chair.",,116,Thompson,"BennieG.,of",,,
"Thompson,Glenn,of Pennsylvania",Agriculture.,,116,Thompson,"Glenn,of",,,
"Thompson,Glenn,of Pennsylvania",EducationandLabor.,,116,Thompson,"Glenn,of",,,
"Thompson,Mike,ofCalifornia",WaysandMeans.,,116,Thompson,"Mike,ofCalifornia",,,
Thornberry,ArmedServices.,,116,Thornberry,,,,T000238
Tiffany,Judiciary.,,116,Tiffany,,,,T000165
Tiffany,"Science,Space,andTechnology.",,116,Tiffany,,,,T000165
Timmons,FinancialServices.,,116,Timmons,,,,T000480
Timmons,SelectCommitteeontheModernizationofCongress.,,116,Timmons,,,,T000480
Tipton,FinancialServices.,,116,Tipton,,,,T000470
Titus,ForeignAffairs.,,116,Titus,,,,T000468
Titus,HomelandSecurity.,,116,Titus,,,,T000468
Titus,TransportationandInfrastructure.,,116,Titus,,,,T000468
Tlaib,FinancialServices.,,116,Tlaib,,,,T000481
Tlaib,OversightandReform.,,116,Tlaib,,,,T000481
Tonko,EnergyandCommerce.,,116,Tonko,,,,T000469
Tonko,NaturalResources.,,116,Tonko,,,,T000469
Tonko,"Science,Space,andTechnology.",,116,Tonko,,,,T000469
"Torres,NormaJ.,ofCalifornia",Appropriations.,,116,Torres,"NormaJ.,ofCalifornia",,,T000474
"Torres,NormaJ.,ofCalifornia",Rules.,,116,Torres,"NormaJ.,ofCalifornia",,,T000474
"TorresSmall,Xochitl,of NewMexico",Agriculture.,,116,Torres Small,"Xochitl,of",,,T000484
"TorresSmall,Xochitl,of NewMexico",ArmedServices.,,116,Torres Small,"Xochitl,of",,,T000484
"TorresSmall,Xochitl,of NewMexico",HomelandSecurity.,,116,Torres Small,"Xochitl,of",,,T000484
Trahan,ArmedServices.,,116,Trahan,,,,T000482
Trahan,EducationandLabor.,,116,Trahan,,,,T000482
Trone,EducationandLabor.,,116,Trone,,,,T000483
Trone,ForeignAffairs.,,116,Trone,,,,T000483
Turner,ArmedServices.,,116,Turner,,,,T000463
Turner,PermanentSelectCommitteeonIntelligence.,,116,Turner,,,,T000463
Underwood,EducationandLabor.,,116,Underwood,,,,U000040
Underwood,HomelandSecurity.,,116,Underwood,,,,U000040
Underwood,Veterans’Affairs.,,116,Underwood,,,,U000040
Upton,EnergyandCommerce.,,116,Upton,,,,U000031
VanDrew,EducationandLabor.,,116,Van Drew,,,,V000133
VanDrew,HomelandSecurity.,,116,Van Drew,,,,V000133
Vargas,FinancialServices.,,116,Vargas,,,,V000130
Vargas,ForeignAffairs.,,116,Vargas,,,,V000130
Veasey,EnergyandCommerce.,,116,Veasey,,,,V000131
Vela,Agriculture.,,116,Vela,,,,V000132
Vela,ArmedServices.,,116,Vela,,,,V000132
Vela´zquez,"SmallBusiness,chair.",,116,Velázquez,,,,V000081
Vela´zquez,FinancialServices.,,116,Velázquez,,,,V000081
Vela´zquez,NaturalResources.,,116,Velázquez,,,,V000081
Visclosky,Appropriations.,,116,Visclosky,,,,V000108
Wagner,FinancialServices.,,116,Wagner,,,,W000812
Wagner,ForeignAffairs.,,116,Wagner,,,,W000812
Walberg,EducationandLabor.,,116,Walberg,,,,W000798
Walberg,EnergyandCommerce.,,116,Walberg,,,,W000798
Walden,EnergyandCommerce.,,116,Walden,,,,W000791
Walker,EducationandLabor.,,116,Walker,,,,W000819
Walker,HomelandSecurity.,,116,Walker,,,,W000819
Walker,HouseAdministration.,,116,Walker,,,,W000819
Walorski,Ethics.,,116,Walorski,,,,W000813
Walorski,WaysandMeans.,,116,Walorski,,,,W000813
Waltz,ArmedServices.,,116,Waltz,,,,W000823
Waltz,"Science,Space,andTechnology.",,116,Waltz,,,,W000823
WassermanSchultz,Appropriations.,,116,Wasserman Schultz,,,,W000797
WassermanSchultz,OversightandReform.,,116,Wasserman Schultz,,,,W000797
Waters,"FinancialServices,chair.",,116,Waters,,,,W000187
Watkins,EducationandLabor.,,116,Watkins,,,,W000824
Watkins,ForeignAffairs.,,116,Watkins,,,,W000824
Watkins,Veterans’Affairs.,,116,Watkins,,,,W000824
WatsonColeman,Appropriations.,,116,Watson Coleman,,,,W000822
WatsonColeman,HomelandSecurity.,,116,Watson Coleman,,,,W000822
"Weber,RandyK.,Sr.,ofTexas","Science,Space,andTechnology.",,116,Weber,"RandyK.,Sr.,ofTexas",,,W000814
"Weber,RandyK.,Sr.,ofTexas",TransportationandInfrastructure.,,116,Weber,"RandyK.,Sr.,ofTexas",,,W000814
