representative,party,transaction_date,ticker,type,industry,sector,price_date_unadjusted,price_date,purchase_price,purchase_price_plus_365
Marie Newman,Democrat,4/9/2021,SPOT,purchase,Broadcasting,Consumer Services,4/9/2022,4/11/2022,279.2000122,139.6100006
Marie Newman,Democrat,4/9/2021,SPOT,purchase,Broadcasting,Consumer Services,4/9/2022,4/11/2022,279.2000122,139.6100006
Marie Newman,Democrat,4/13/2021,SPOT,sale_full,Broadcasting,Consumer Services,4/13/2022,4/13/2022,293.1199951,141.3399963
Marie Newman,Democrat,4/13/2021,SPOT,purchase,Broadcasting,Consumer Services,4/13/2022,4/13/2022,293.1199951,141.3399963
Marie Newman,Democrat,4/26/2021,SBUX,purchase,Restaurants,Consumer Services,4/26/2022,4/26/2022,115.9199982,75.62999725
Marie Newman,Democrat,4/12/2021,TGNA,purchase,Broadcasting,Industrials,4/12/2022,4/12/2022,20.61000061,22.44000053
Marie Newman,Democrat,4/16/2021,TGNA,purchase,Broadcasting,Industrials,4/16/2022,4/18/2022,21.40999985,22.45999908
Marie Newman,Democrat,4/19/2021,TSLA,purchase,Auto Manufacturing,Capital Goods,4/19/2022,4/19/2022,238.2100067,342.7166748
Marie Newman,Democrat,4/22/2021,TSLA,sale_full,Auto Manufacturing,Capital Goods,4/22/2022,4/22/2022,239.8966675,335.0166626
Marie Newman,Democrat,4/1/2021,TSLA,sale_full,Auto Manufacturing,Capital Goods,4/1/2022,4/1/2022,220.5833282,361.5299988
Marie Newman,Democrat,4/1/2021,TSLA,sale_full,Auto Manufacturing,Capital Goods,4/1/2022,4/1/2022,220.5833282,361.5299988
Marie Newman,Democrat,4/19/2021,TSLA,purchase,Auto Manufacturing,Capital Goods,4/19/2022,4/19/2022,238.2100067,342.7166748
Marie Newman,Democrat,4/22/2021,TSLA,purchase,Auto Manufacturing,Capital Goods,4/22/2022,4/22/2022,239.8966675,335.0166626
Marie Newman,Democrat,4/5/2021,UA,purchase,Apparel,Consumer Non-Durables,4/5/2022,4/5/2022,18.87999916,15.18000031
Marie Newman,Democrat,4/16/2021,W,purchase,Catalog/Specialty Distribution,Consumer Services,4/16/2022,4/18/2022,321.6400146,102
Marie Newman,Democrat,4/23/2021,W,sale_full,Catalog/Specialty Distribution,Consumer Services,4/23/2022,4/25/2022,308.1799927,83.93000031
Marie Newman,Democrat,4/23/2021,YTRA,purchase,,,4/23/2022,4/25/2022,2.099999905,1.700000048
Marie Newman,Democrat,4/22/2021,ZM,sale_full,"Computer Software: Programming, Data Processing",Technology,4/22/2022,4/22/2022,328.3200073,100.1699982
Earl Blumenauer,Democrat,3/10/2022,APD,purchase,Major Chemicals,Basic Industries,3/10/2023,3/10/2023,227.6000061,281.269989
Earl Blumenauer,Democrat,3/10/2022,GS,purchase,Investment Bankers/Brokers/Service,Finance,3/10/2023,3/10/2023,329.8999939,327.6700134
Earl Blumenauer,Democrat,3/22/2022,TM,purchase,Auto Manufacturing,Capital Goods,3/22/2023,3/22/2023,172.8200073,135.5700073
Mark E. Green,Republican,4/6/2022,ET,purchase,Natural Gas Distribution,Public Utilities,4/6/2023,4/6/2023,11.09000015,12.51000023
Mark E. Green,Republican,12/29/2022,ET,sale_full,Natural Gas Distribution,Public Utilities,12/29/2023,12/29/2023,11.85999966,13.80000019
James R. Langevin,Democrat,12/5/2022,GNRC,purchase,Metal Fabrications,Consumer Durables,12/5/2023,12/5/2023,96.59999847,122.7699966
James R. Langevin,Democrat,12/12/2022,GNRC,sale_full,Metal Fabrications,Consumer Durables,12/12/2023,12/12/2023,96,122.1299973
James R. Langevin,Democrat,12/20/2022,GNRC,sale_partial,Metal Fabrications,Consumer Durables,12/20/2023,12/20/2023,90.93000031,127.0999985
Sara Jacobs,Democrat,7/6/2021,AAPL,sale_full,Computer Manufacturing,Technology,7/6/2022,7/6/2022,142.0200043,142.9199982
"Charles J. ""Chuck"" Fleischmann",Republican,7/22/2021,MBB,sale_full,,,7/22/2022,7/22/2022,108.5299988,99.01999664
"Charles J. ""Chuck"" Fleischmann",Republican,7/22/2021,IGLB,sale_full,,,7/22/2022,7/22/2022,71.51999664,55.47000122
"Charles J. ""Chuck"" Fleischmann",Republican,7/22/2021,IEMG,sale_full,,,7/22/2022,7/22/2022,65.11000061,48.29000092
"Charles J. ""Chuck"" Fleischmann",Republican,7/22/2021,EMXC,purchase,,,7/22/2022,7/22/2022,61.27999878,48.38000107
"Charles J. ""Chuck"" Fleischmann",Republican,7/22/2021,IBDP,purchase,,,7/22/2022,7/22/2022,26.37000084,24.80999947
"Charles J. ""Chuck"" Fleischmann",Republican,7/22/2021,IBTD,sale_full,,,7/22/2022,7/22/2022,25.64999962,24.92000008
"Charles J. ""Chuck"" Fleischmann",Republican,7/22/2021,MDYG,purchase,,,7/22/2022,7/22/2022,76.88999939,65.19999695
"Charles J. ""Chuck"" Fleischmann",Republican,7/22/2021,MDYV,purchase,,,7/22/2022,7/22/2022,65.88999939,63.22999954
"Charles J. ""Chuck"" Fleischmann",Republican,7/29/2021,LCGFX,purchase,,,7/29/2022,7/29/2022,25.43000031,20.17000008
"Charles J. ""Chuck"" Fleischmann",Republican,7/29/2021,SGIIX,sale_full,,,7/29/2022,7/29/2022,68.81999969,60.36999893
Lois Frankel,Democrat,6/28/2021,CLX,purchase,Specialty Chemicals,Consumer Durables,6/28/2022,6/28/2022,179.4799957,136.9400024
Lois Frankel,Democrat,6/30/2021,DUK,purchase,Power Generation,Public Utilities,6/30/2022,6/30/2022,98.72000122,107.2099991
Lois Frankel,Democrat,7/14/2021,DD,purchase,,,7/14/2022,7/14/2022,79.51000214,53.49000168
Lois Frankel,Democrat,6/30/2021,RHHBY,sale_partial,,,6/30/2022,6/30/2022,46.99000168,41.70999908
Lois Frankel,Democrat,7/2/2021,RGLD,purchase,Consumer Electronics/Appliances,Industrials,7/2/2022,7/5/2022,116.9400024,107.6999969
Lois Frankel,Democrat,7/1/2021,RGLD,purchase,Consumer Electronics/Appliances,Industrials,7/1/2022,7/1/2022,114.5299988,110.25
Lois Frankel,Democrat,6/30/2021,RGLD,purchase,Consumer Electronics/Appliances,Industrials,6/30/2022,6/30/2022,114.0999985,106.7799988
August Lee Pfluger,Republican,3/31/2021,BAC,sale_full,Major Banks,Finance,3/31/2022,3/31/2022,38.68999863,41.22000122
August Lee Pfluger,Republican,3/31/2021,FNF,purchase,Specialty Insurers,Finance,3/31/2022,3/31/2022,39.09615326,46.96153641
August Lee Pfluger,Republican,3/31/2021,ICE,purchase,Investment Bankers/Brokers/Service,Finance,3/31/2022,3/31/2022,111.6800003,132.1199951
August Lee Pfluger,Republican,3/31/2021,ICE,purchase,Investment Bankers/Brokers/Service,Finance,3/31/2022,3/31/2022,111.6800003,132.1199951
August Lee Pfluger,Republican,3/31/2021,LSXMK,purchase,Broadcasting,Consumer Services,3/31/2022,3/31/2022,34.15736389,35.41183853
August Lee Pfluger,Republican,3/31/2021,FUND,purchase,Investment Managers,Finance,3/31/2022,3/31/2022,7.800000191,9.069999695
August Lee Pfluger,Republican,3/31/2021,FUND,purchase,Investment Managers,Finance,3/31/2022,3/31/2022,7.800000191,9.069999695
August Lee Pfluger,Republican,3/31/2021,STLA,sale_full,Auto Manufacturing,Consumer Discretionary,3/31/2022,3/31/2022,17.79000092,16.27000046
August Lee Pfluger,Republican,3/31/2021,STLA,sale_full,Auto Manufacturing,Consumer Discretionary,3/31/2022,3/31/2022,17.79000092,16.27000046
August Lee Pfluger,Republican,1/19/2021,STLA,exchange,Auto Manufacturing,Consumer Discretionary,1/19/2022,1/19/2022,16.87999916,21.45000076
August Lee Pfluger,Republican,1/19/2021,STLA,exchange,Auto Manufacturing,Consumer Discretionary,1/19/2022,1/19/2022,16.87999916,21.45000076
August Lee Pfluger,Republican,3/31/2021,WFC,sale_full,Major Banks,Finance,3/31/2022,3/31/2022,39.06999969,48.45999908
Mo Brooks,Republican,8/30/2022,DUK,purchase,Power Generation,Public Utilities,8/30/2023,8/30/2023,107.6800003,89.94999695
Kathy Manning,Democrat,3/3/2022,ASML,purchase,Industrial Machinery/Components,Technology,3/3/2023,3/3/2023,630.789978,637.3800049
Kathy Manning,Democrat,3/3/2022,CME,sale_partial,Investment Bankers/Brokers/Service,Finance,3/3/2023,3/3/2023,240.8200073,185.2899933
Kathy Manning,Democrat,3/3/2022,PYPL,sale_full,Business Services,Miscellaneous,3/3/2023,3/3/2023,101.3399963,76.29000092
Kathy Manning,Democrat,3/8/2022,NOW,purchase,Computer Software: Prepackaged Software,Technology,3/8/2023,3/8/2023,518.2000122,446.9700012
Gerald E. Connolly,Democrat,8/25/2021,D,sale_partial,Electric Utilities: Central,Public Utilities,8/25/2022,8/25/2022,78.55999756,84.30000305
Gerald E. Connolly,Democrat,8/25/2021,LDOS,sale_partial,EDP Services,Technology,8/25/2022,8/25/2022,97.61000061,99.73999786
Gerald E. Connolly,Democrat,8/25/2021,SAIC,sale_partial,,,8/25/2022,8/25/2022,83.86000061,93.37999725
Kurt Schrader,Democrat,5/9/2022,WMT,purchase,Department/Specialty Retail Stores,Consumer Services,5/9/2023,5/9/2023,50.4366684,50.99333191
Kurt Schrader,Democrat,5/10/2022,GOOGL,sale_full,"Computer Software: Programming, Data Processing",Technology,5/10/2023,5/10/2023,114.3949966,111.75
Kurt Schrader,Democrat,5/18/2022,NRG,sale_full,Electric Utilities: Central,Utilities,5/18/2023,5/18/2023,45.75999832,33.45999908
"Donald S. Beyer, Jr.",Democrat,1/10/2022,SQ,sale_full,Computer Software: Prepackaged Software,Technology,1/10/2023,1/10/2023,144.4799957,70.02999878
"Donald S. Beyer, Jr.",Democrat,1/31/2022,COST,purchase,Department/Specialty Retail Stores,Consumer Services,1/31/2023,1/31/2023,505.1300049,511.1400146
"Donald S. Beyer, Jr.",Democrat,1/31/2022,CYRX,sale_full,,,1/31/2023,1/31/2023,41.77000046,22.82999992
"Donald S. Beyer, Jr.",Democrat,1/13/2022,CYRX,sale_full,,,1/13/2023,1/13/2023,45.77999878,20.82999992
"Donald S. Beyer, Jr.",Democrat,1/13/2022,CVS,purchase,Medical/Nursing Services,Health Care,1/13/2023,1/13/2023,105.3399963,89.91999817
"Donald S. Beyer, Jr.",Democrat,1/13/2022,GH,sale_full,Medical Specialities,Health Care,1/13/2023,1/13/2023,78.80000305,30.43000031
"Donald S. Beyer, Jr.",Democrat,1/27/2022,NVS,purchase,Major Pharmaceuticals,Health Care,1/27/2023,1/27/2023,85.13999939,89.48999786
"Donald S. Beyer, Jr.",Democrat,1/31/2022,PEP,purchase,Beverages (Production/Distribution),Consumer Non-Durables,1/31/2023,1/31/2023,173.5200043,171.0200043
"Donald S. Beyer, Jr.",Democrat,1/13/2022,PEP,purchase,Beverages (Production/Distribution),Consumer Non-Durables,1/13/2023,1/13/2023,174.1799927,175.2400055
"Donald S. Beyer, Jr.",Democrat,1/20/2022,PNC,sale_full,Major Banks,Finance,1/20/2023,1/20/2023,206.8999939,154.8699951
"Donald S. Beyer, Jr.",Democrat,1/10/2022,TRNO,purchase,Real Estate Investment Trusts,Real Estate,1/10/2023,1/10/2023,77.98000336,58.22000122
"Donald S. Beyer, Jr.",Democrat,1/31/2022,TRNO,purchase,Real Estate Investment Trusts,Real Estate,1/31/2023,1/31/2023,74.76999664,64.43000031
"Donald S. Beyer, Jr.",Democrat,1/10/2022,TJX,purchase,Clothing/Shoe/Accessory Stores,Consumer Services,1/10/2023,1/10/2023,72.48999786,82.44000244
"Donald S. Beyer, Jr.",Democrat,1/28/2022,BBH,sale_full,,,1/28/2023,1/30/2023,160.7400055,166.0200043
"Donald S. Beyer, Jr.",Democrat,1/27/2022,VZ,purchase,Telecommunications Equipment,Public Utilities,1/27/2023,1/27/2023,51.18999863,40.63999939
Marjorie Taylor Greene,Republican,2/22/2022,AMD,purchase,Semiconductors,Technology,2/22/2023,2/22/2023,115.6500015,76.61000061
Marjorie Taylor Greene,Republican,2/22/2022,AFL,purchase,Accident &Health Insurance,Finance,2/22/2023,2/22/2023,62.77000046,68.36000061
Marjorie Taylor Greene,Republican,2/22/2022,AMGN,purchase,Biotechnology: Biological Products (No Diagnostic Substances),Health Care,2/22/2023,2/22/2023,221.4100037,236.1600037
Marjorie Taylor Greene,Republican,2/22/2022,ADP,purchase,EDP Services,Technology,2/22/2023,2/22/2023,199.8999939,222.9299927
Marjorie Taylor Greene,Republican,2/22/2022,CAT,purchase,Construction/Ag Equipment/Trucks,Capital Goods,2/22/2023,2/22/2023,191.2100067,237.8899994
Marjorie Taylor Greene,Republican,2/22/2022,CVX,purchase,Integrated oil Companies,Energy,2/22/2023,2/22/2023,132.3999939,160.3500061
Marjorie Taylor Greene,Republican,2/22/2022,CLX,purchase,Specialty Chemicals,Consumer Durables,2/22/2023,2/22/2023,148.5,154.4600067
Marjorie Taylor Greene,Republican,2/22/2022,LMT,purchase,Military/Government/Technical,Capital Goods,2/22/2023,2/22/2023,386.2000122,479.5299988
Marjorie Taylor Greene,Republican,2/22/2022,NEE,purchase,Electric Utilities: Central,Public Utilities,2/22/2023,2/22/2023,73.77999878,73.68000031
Marjorie Taylor Greene,Republican,2/22/2022,WBA,purchase,Medical/Nursing Services,Health Care,2/22/2023,2/22/2023,45.79000092,36.08000183
Cynthia Axne,Democrat,2/15/2022,KKR,purchase,Investment Managers,Finance,2/15/2023,2/15/2023,62.5,58.90000153
Cynthia Axne,Democrat,2/15/2022,KKR,purchase,Investment Managers,Finance,2/15/2023,2/15/2023,62.5,58.90000153
Cynthia Axne,Democrat,2/24/2022,LMT,sale_partial,Military/Government/Technical,Capital Goods,2/24/2023,2/24/2023,395.7099915,480.3999939
Cynthia Axne,Democrat,2/10/2022,LMT,sale_partial,Military/Government/Technical,Capital Goods,2/10/2023,2/10/2023,385.4299927,480.8299866
Cynthia Axne,Democrat,2/28/2022,PYPL,purchase,Business Services,Miscellaneous,2/28/2023,2/28/2023,111.9300003,73.59999847
Cynthia Axne,Democrat,2/28/2022,PYPL,purchase,Business Services,Miscellaneous,2/28/2023,2/28/2023,111.9300003,73.59999847
Cynthia Axne,Democrat,2/28/2022,PYPL,purchase,Business Services,Miscellaneous,2/28/2023,2/28/2023,111.9300003,73.59999847
Earl Blumenauer,Democrat,2/11/2022,ALL,purchase,Property-Casualty Insurers,Finance,2/11/2023,2/13/2023,123.3799973,136.5099945
Earl Blumenauer,Democrat,2/11/2022,GOOGL,purchase,"Computer Software: Programming, Data Processing",Technology,2/11/2023,2/13/2023,134.2825012,94.61000061
Earl Blumenauer,Democrat,2/11/2022,AMGN,purchase,Biotechnology: Biological Products (No Diagnostic Substances),Health Care,2/11/2023,2/13/2023,228.1999969,243.6600037
Earl Blumenauer,Democrat,2/17/2022,BAFWX,sale_full,,,2/17/2023,2/17/2023,41.63999939,38.34000015
Earl Blumenauer,Democrat,2/11/2022,FE,purchase,Electric Utilities: Central,Public Utilities,2/11/2023,2/13/2023,41.56000137,40.38999939
Earl Blumenauer,Democrat,2/9/2022,HP,sale_full,Oil & Gas Production,Energy,2/9/2023,2/9/2023,32.61999893,43.06000137
Earl Blumenauer,Democrat,2/11/2022,IMAX,purchase,,,2/11/2023,2/13/2023,19.57999992,16.34000015
Earl Blumenauer,Democrat,2/11/2022,MDT,purchase,Biotechnology: Electromedical & Electrotherapeutic Apparatus,Health Care,2/11/2023,2/13/2023,102.9899979,84.38999939
Earl Blumenauer,Democrat,2/23/2022,VTR,purchase,Real Estate Investment Trusts,Consumer Services,2/23/2023,2/23/2023,51.31000137,50.5
Lloyd Doggett,Democrat,2/16/2022,PG,purchase,Package Goods/Cosmetics,Basic Industries,2/16/2023,2/16/2023,158.0099945,137.1399994
Virginia Foxx,Republican,2/15/2022,AEG,purchase,Life Insurance,Finance,2/15/2023,2/15/2023,5.539999962,5.519999981
Virginia Foxx,Republican,2/17/2022,AM,sale_full,Natural Gas Distribution,Public Utilities,2/17/2023,2/17/2023,9.5,10.63000011
Virginia Foxx,Republican,2/10/2022,AM,purchase,Natural Gas Distribution,Public Utilities,2/10/2023,2/10/2023,9.970000267,10.71000004
Virginia Foxx,Republican,2/24/2022,ADM,purchase,Packaged Foods,Consumer Non-Durables,2/24/2023,2/24/2023,75.84999847,81.44000244
Virginia Foxx,Republican,2/2/2022,T,purchase,Telecommunications Equipment,Public Utilities,2/2/2023,2/2/2023,18.53474236,20.28000069
Virginia Foxx,Republican,2/14/2022,EPD,purchase,Natural Gas Distribution,Public Utilities,2/14/2023,2/14/2023,24.14999962,26.61000061
Virginia Foxx,Republican,2/4/2022,FLO,purchase,Farming/Seeds/Milling,Consumer Staples,2/4/2023,2/6/2023,28.13999939,27.82999992
Virginia Foxx,Republican,2/24/2022,FLO,purchase,Farming/Seeds/Milling,Consumer Staples,2/24/2023,2/24/2023,26.87000084,28.32999992
Virginia Foxx,Republican,2/10/2022,GIS,purchase,Packaged Foods,Consumer Non-Durables,2/10/2023,2/10/2023,67.08000183,76.08999634
Virginia Foxx,Republican,2/22/2022,GSK,purchase,Major Pharmaceuticals,Health Care,2/22/2023,2/22/2023,42.68999863,35.74000168
Virginia Foxx,Republican,2/17/2022,KMI,purchase,Natural Gas Distribution,Public Utilities,2/17/2023,2/17/2023,16.76000023,17.72999954
Virginia Foxx,Republican,2/24/2022,MFC,purchase,Advertising,Consumer Discretionary,2/24/2023,2/24/2023,19.85000038,19.64999962
Virginia Foxx,Republican,2/24/2022,MSFT,sale_full,Computer Software: Prepackaged Software,Technology,2/24/2023,2/24/2023,294.5899963,249.2200012
Virginia Foxx,Republican,2/16/2022,OXBR,purchase,Property-Casualty Insurers,Finance,2/16/2023,2/16/2023,5.940000057,2.049999952
Virginia Foxx,Republican,2/15/2022,PAA,purchase,Natural Gas Distribution,Energy,2/15/2023,2/15/2023,10.63000011,13.17000008
Virginia Foxx,Republican,2/14/2022,PPL,purchase,Electric Utilities: Central,Public Utilities,2/14/2023,2/14/2023,28.35000038,28.54000092
Virginia Foxx,Republican,2/15/2022,SCHZ,sale_full,,,2/15/2023,2/15/2023,25.78499985,
Virginia Foxx,Republican,2/4/2022,TSN,purchase,Meat/Poultry/Fish,Consumer Non-Durables,2/4/2023,2/6/2023,88.29000092,61.08000183
Kevin Hern,Republican,2/15/2022,ACN,purchase,Business Services,Miscellaneous,2/15/2023,2/15/2023,329.4100037,287.6499939
Kevin Hern,Republican,2/14/2022,OKE,purchase,Oil & Gas Production,Public Utilities,2/14/2023,2/14/2023,62.91999817,69.76999664
Kevin Hern,Republican,2/7/2022,TXN,purchase,Semiconductors,Technology,2/7/2023,2/7/2023,169.9499969,183.4900055
Lloyd Doggett,Democrat,8/16/2022,PG,purchase,Package Goods/Cosmetics,Basic Industries,8/16/2023,8/16/2023,149.9299927,153.2100067
Bob Gibbs,Republican,9/6/2022,AAPL,purchase,Computer Manufacturing,Technology,9/6/2023,9/6/2023,154.5299988,182.9100037
Bob Gibbs,Republican,9/6/2022,AAPL,purchase,Computer Manufacturing,Technology,9/6/2023,9/6/2023,154.5299988,182.9100037
Alan S. Lowenthal,Democrat,3/24/2021,NFLX,purchase,Consumer Electronics/Video Chains,Consumer Services,3/24/2022,3/24/2022,520.8099976,375.7099915
Alan S. Lowenthal,Democrat,3/25/2021,TOL,purchase,Homebuilding,Consumer Discretionary,3/25/2022,3/25/2022,56.25,49.11000061
Alan S. Lowenthal,Democrat,3/23/2021,NVDA,purchase,Semiconductors,Technology,3/23/2022,3/23/2022,13.07075024,25.63400078
Cynthia Axne,Democrat,12/23/2022,JEF,sale_full,Investment Bankers/Brokers/Service,Finance,12/23/2023,12/26/2023,33.40344238,40.59000015
Cynthia Axne,Democrat,12/23/2022,JEF,sale_full,Investment Bankers/Brokers/Service,Finance,12/23/2023,12/26/2023,33.40344238,40.59000015
Cynthia Axne,Democrat,12/23/2022,JEF,sale_full,Investment Bankers/Brokers/Service,Finance,12/23/2023,12/26/2023,33.40344238,40.59000015
Bob Gibbs,Republican,7/7/2021,GOLD,purchase,Precious Metals,Basic Industries,7/7/2022,7/7/2022,21.19000053,17.25
James R. Langevin,Democrat,6/8/2021,GNRC,sale_full,Metal Fabrications,Consumer Durables,6/8/2022,6/8/2022,350.7999878,290.1799927
James R. Langevin,Democrat,6/1/2021,GNRC,sale_full,Metal Fabrications,Consumer Durables,6/1/2022,6/1/2022,321.75,243.8600006
Kurt Schrader,Democrat,6/10/2021,VZ,sale_full,Telecommunications Equipment,Public Utilities,6/10/2022,6/10/2022,57.34000015,50.81999969
Kurt Schrader,Democrat,6/10/2021,PEP,sale_full,Beverages (Production/Distribution),Consumer Non-Durables,6/10/2022,6/10/2022,147.6000061,162.5200043
Kurt Schrader,Democrat,6/10/2021,NRG,purchase,Electric Utilities: Central,Utilities,6/10/2022,6/10/2022,36.43000031,44.00999832
Kurt Schrader,Democrat,6/16/2021,VZ,sale_full,Telecommunications Equipment,Public Utilities,6/16/2022,6/16/2022,56.63999939,48.84000015
Kurt Schrader,Democrat,6/16/2021,NRG,purchase,Electric Utilities: Central,Utilities,6/16/2022,6/16/2022,36.91999817,36.86000061
Kurt Schrader,Democrat,6/8/2021,T,sale_full,Telecommunications Equipment,Public Utilities,6/8/2022,6/8/2022,21.88821793,21.04999924
Kurt Schrader,Democrat,6/8/2021,JNJ,sale_full,Major Pharmaceuticals,Health Care,6/8/2022,6/8/2022,163.3899994,177.2799988
Kurt Schrader,Democrat,6/8/2021,XOM,purchase,Integrated oil Companies,Energy,6/8/2022,6/8/2022,62.13000107,104.5899963
Kurt Schrader,Democrat,6/9/2021,XOM,purchase,Integrated oil Companies,Energy,6/9/2022,6/9/2022,62.65000153,102.3300018
Kurt Schrader,Democrat,6/10/2021,XOM,purchase,Integrated oil Companies,Energy,6/10/2022,6/10/2022,62.75,100.4599991
Kurt Schrader,Democrat,6/14/2021,BAFWX,sale_full,,,6/14/2022,6/14/2022,42.68999863,34.25
Kurt Schrader,Democrat,6/14/2021,ESGD,sale_full,,,6/14/2022,6/14/2022,81.33999634,62.04000092
Kurt Schrader,Democrat,6/14/2021,NUGL,sale_full,,,6/14/2022,6/14/2022,0.06599999964,0.03999999911
Kurt Schrader,Democrat,6/21/2021,JPM,sale_full,Major Banks,Finance,6/21/2022,6/21/2022,150.4299927,115.8300018
Kurt Schrader,Democrat,6/21/2021,C,sale_full,Major Banks,Finance,6/21/2022,6/21/2022,68.44999695,47.95999908
Alan S. Lowenthal,Democrat,2/22/2021,KTOS,sale_partial,Ordnance And Accessories,Consumer Discretionary,2/22/2022,2/22/2022,30.5,16.30999947
Alan S. Lowenthal,Democrat,1/19/2021,DKNG,sale_full,Services-Misc. Amusement & Recreation,Consumer Discretionary,1/19/2022,1/19/2022,51.29000092,21.39999962
Alan S. Lowenthal,Democrat,1/22/2021,KTOS,sale_partial,Ordnance And Accessories,Consumer Discretionary,1/22/2022,1/24/2022,29.95000076,17
Alan S. Lowenthal,Democrat,1/25/2021,KTOS,sale_partial,Ordnance And Accessories,Consumer Discretionary,1/25/2022,1/25/2022,29.96999931,16.86000061
Alan S. Lowenthal,Democrat,1/25/2021,KTOS,sale_partial,Ordnance And Accessories,Consumer Discretionary,1/25/2022,1/25/2022,29.96999931,16.86000061
Alan S. Lowenthal,Democrat,1/25/2021,SPCE,sale_partial,,,1/25/2022,1/25/2022,720,169.6000061
Alan S. Lowenthal,Democrat,1/19/2021,DKNG,sale_full,Services-Misc. Amusement & Recreation,Consumer Discretionary,1/19/2022,1/19/2022,51.29000092,21.39999962
Alan S. Lowenthal,Democrat,1/22/2021,KTOS,sale_partial,Ordnance And Accessories,Consumer Discretionary,1/22/2022,1/24/2022,29.95000076,17
John Rutherford,Republican,1/21/2021,CTVA,sale_full,,,1/21/2022,1/21/2022,41.65000153,45.43999863
John Rutherford,Republican,1/20/2021,TKOMY,purchase,,,1/20/2022,1/20/2022,17.97999954,19.73333359
John Rutherford,Republican,1/21/2021,TFC,purchase,Major Banks,Finance,1/21/2022,1/21/2022,51.06999969,61.47000122
Josh Gottheimer,Democrat,2/18/2022,ABBV,purchase,Major Pharmaceuticals,Health Care,2/18/2023,2/21/2023,144.0299988,152
Josh Gottheimer,Democrat,2/9/2022,ABBV,purchase,Major Pharmaceuticals,Health Care,2/9/2023,2/9/2023,143.1999969,148.6999969
Josh Gottheimer,Democrat,2/11/2022,AFRM,sale_full,EDP Services,Technology,2/11/2023,2/13/2023,46.54999924,12.69999981
Josh Gottheimer,Democrat,2/1/2022,ALGN,sale_partial,Industrial Specialties,Health Care,2/1/2023,2/1/2023,508.5599976,282.5299988
Josh Gottheimer,Democrat,2/2/2022,SQ,sale_full,Computer Software: Prepackaged Software,Technology,2/2/2023,2/2/2023,114.0400009,88.41000366
Josh Gottheimer,Democrat,2/3/2022,KO,purchase,Beverages (Production/Distribution),Consumer Non-Durables,2/3/2023,2/3/2023,61.61000061,59.83000183
Josh Gottheimer,Democrat,2/23/2022,KO,purchase,Beverages (Production/Distribution),Consumer Non-Durables,2/23/2023,2/23/2023,61.59000015,60.09000015
Josh Gottheimer,Democrat,2/9/2022,ENPH,purchase,Electrical Products,Technology,2/9/2023,2/9/2023,161.8899994,209.6000061
Josh Gottheimer,Democrat,2/2/2022,ETSY,sale_partial,Business Services,Miscellaneous,2/2/2023,2/2/2023,138.0399933,148.1999969
Josh Gottheimer,Democrat,2/28/2022,FIS,purchase,Business Services,Miscellaneous,2/28/2023,2/28/2023,95.23000336,63.36999893
Josh Gottheimer,Democrat,2/14/2022,ICUI,purchase,Medical/Dental Instruments,Health Care,2/14/2023,2/14/2023,220.1600037,177.3699951
Josh Gottheimer,Democrat,2/28/2022,INTC,sale_full,Semiconductors,Technology,2/28/2023,2/28/2023,47.70000076,24.93000031
Josh Gottheimer,Democrat,2/3/2022,INTU,purchase,Computer Software: Prepackaged Software,Technology,2/3/2023,2/3/2023,535.5900269,423.7600098
Josh Gottheimer,Democrat,2/1/2022,LOW,purchase,RETAIL: Building Materials,Consumer Services,2/1/2023,2/1/2023,238.3500061,213.5599976
Josh Gottheimer,Democrat,2/10/2022,MSFT,sale_full,Computer Software: Prepackaged Software,Technology,2/10/2023,2/10/2023,302.3800049,263.1000061
Josh Gottheimer,Democrat,2/10/2022,MSFT,sale_full,Computer Software: Prepackaged Software,Technology,2/10/2023,2/10/2023,302.3800049,263.1000061
Josh Gottheimer,Democrat,2/10/2022,MSFT,sale_full,Computer Software: Prepackaged Software,Technology,2/10/2023,2/10/2023,302.3800049,263.1000061
Josh Gottheimer,Democrat,2/10/2022,MSFT,sale_full,Computer Software: Prepackaged Software,Technology,2/10/2023,2/10/2023,302.3800049,263.1000061
Josh Gottheimer,Democrat,2/10/2022,MSFT,purchase,Computer Software: Prepackaged Software,Technology,2/10/2023,2/10/2023,302.3800049,263.1000061
Josh Gottheimer,Democrat,2/10/2022,MSFT,purchase,Computer Software: Prepackaged Software,Technology,2/10/2023,2/10/2023,302.3800049,263.1000061
Josh Gottheimer,Democrat,2/10/2022,MSFT,purchase,Computer Software: Prepackaged Software,Technology,2/10/2023,2/10/2023,302.3800049,263.1000061
Josh Gottheimer,Democrat,2/14/2022,MNST,sale_partial,Beverages (Production/Distribution),Consumer Non-Durables,2/14/2023,2/14/2023,41.28499985,52.125
Josh Gottheimer,Democrat,2/2/2022,PYPL,sale_full,Business Services,Miscellaneous,2/2/2023,2/2/2023,132.5700073,86.95999908
Josh Gottheimer,Democrat,2/3/2022,ROK,sale_partial,Industrial Machinery/Components,Capital Goods,2/3/2023,2/3/2023,284.7200012,289.9599915
Josh Gottheimer,Democrat,2/14/2022,SKY,sale_partial,Homebuilding,Consumer Discretionary,2/14/2023,2/14/2023,73.41999817,70.66999817
