representative,party,transaction_date,ticker,type,industry,sector,price_date_unadjusted,price_date,purchase_price,purchase_price_plus_365
Patrick Fallon,Republican,7/6/2021,VZ,purchase,Telecommunications Equipment,Public Utilities,7/6/2022,7/6/2022,56.40999985,51.50999832
Patrick Fallon,Republican,7/15/2021,DIS,sale_full,Services-Misc. Amusement & Recreation,Consumer Services,7/15/2022,7/15/2022,184.1499939,95.19999695
Lois Frankel,Democrat,7/29/2021,DD,purchase,,,7/29/2022,7/29/2022,75.08999634,61.22999954
Lois Frankel,Democrat,7/15/2021,DD,purchase,,,7/15/2022,7/15/2022,79.55000305,54.59999847
Lois Frankel,Democrat,8/4/2021,GXO,purchase,,,8/4/2022,8/4/2022,70.52999878,51.65999985
Lois Frankel,Democrat,8/12/2021,HUN,sale_full,Major Chemicals,Basic Industries,8/12/2022,8/12/2022,25.95999908,30.03000069
Lois Frankel,Democrat,8/4/2021,MKL,purchase,Property-Casualty Insurers,Finance,8/4/2022,8/4/2022,1210.140015,1181.859985
Lois Frankel,Democrat,8/4/2021,WAT,sale_partial,Medical Specialities,Health Care,8/4/2022,8/4/2022,394.25,334.5599976
Lois Frankel,Democrat,11/30/2022,BLK,sale_partial,Investment Bankers/Brokers/Service,Finance,11/30/2023,11/30/2023,716,751.2299805
Lois Frankel,Democrat,12/7/2022,BLK,sale_full,Investment Bankers/Brokers/Service,Finance,12/7/2023,12/7/2023,709.1599731,745.4400024
Lois Frankel,Democrat,11/22/2022,CARG,sale_full,Interactive Media,Technology,11/22/2023,11/22/2023,13.60000038,21.14999962
Lois Frankel,Democrat,11/30/2022,D,purchase,Electric Utilities: Central,Public Utilities,11/30/2023,11/30/2023,61.11000061,45.34000015
Lois Frankel,Democrat,12/1/2022,D,purchase,Electric Utilities: Central,Public Utilities,12/1/2023,12/1/2023,60.36999893,46.66999817
Lois Frankel,Democrat,11/30/2022,DD,sale_partial,,,11/30/2023,11/30/2023,70.51000214,71.54000092
Lois Frankel,Democrat,12/8/2022,HPP,sale_partial,Real Estate Investment Trusts,Real Estate,12/8/2023,12/8/2023,9.880000114,7.610000134
Lois Frankel,Democrat,11/30/2022,PLD,purchase,Real Estate Investment Trusts,Consumer Services,11/30/2023,11/30/2023,117.7900009,114.9300003
Lois Frankel,Democrat,12/7/2022,PLD,purchase,Real Estate Investment Trusts,Consumer Services,12/7/2023,12/7/2023,116,118.9499969
Lois Frankel,Democrat,12/8/2022,PLD,purchase,Real Estate Investment Trusts,Consumer Services,12/8/2023,12/8/2023,117.5999985,119.8499985
Lois Frankel,Democrat,11/30/2022,UNP,purchase,Railroads,Transportation,11/30/2023,11/30/2023,217.4299927,225.2700043
Nancy Pelosi,Democrat,12/28/2022,AB,sale_partial,Investment Managers,Finance,12/28/2023,12/28/2023,33.13000107,31.37000084
Nancy Pelosi,Democrat,12/28/2022,GOOGL,sale_partial,"Computer Software: Programming, Data Processing",Technology,12/28/2023,12/28/2023,86.01999664,140.2299957
Nancy Pelosi,Democrat,12/20/2022,GOOGL,purchase,"Computer Software: Programming, Data Processing",Technology,12/20/2023,12/20/2023,89.01999664,138.3399963
Nancy Pelosi,Democrat,12/21/2022,GOOGL,purchase,"Computer Software: Programming, Data Processing",Technology,12/21/2023,12/21/2023,89.58000183,140.4199982
Nancy Pelosi,Democrat,12/29/2022,NFLX,sale_partial,Consumer Electronics/Video Chains,Consumer Services,12/29/2023,12/29/2023,291.1199951,486.8800049
Nancy Pelosi,Democrat,12/30/2022,NFLX,sale_partial,Consumer Electronics/Video Chains,Consumer Services,12/30/2023,1/2/2024,294.8800049,468.5
Nancy Pelosi,Democrat,12/21/2022,PYPL,sale_partial,Business Services,Miscellaneous,12/21/2023,12/21/2023,69.20999908,62.06000137
Nancy Pelosi,Democrat,12/28/2022,PYPL,sale_partial,Business Services,Miscellaneous,12/28/2023,12/28/2023,67.55000305,63.08000183
Nancy Pelosi,Democrat,12/28/2022,RBLX,sale_partial,,,12/28/2023,12/28/2023,26.15999985,46.43000031
Nancy Pelosi,Democrat,12/20/2022,CRM,sale_full,Computer Software: Prepackaged Software,Technology,12/20/2023,12/20/2023,128.4499969,260.25
Nancy Pelosi,Democrat,12/20/2022,TSLA,sale_partial,Auto Manufacturing,Capital Goods,12/20/2023,12/20/2023,137.8000031,247.1399994
Nancy Pelosi,Democrat,12/21/2022,DIS,sale_partial,Services-Misc. Amusement & Recreation,Consumer Services,12/21/2023,12/21/2023,86.91999817,92.01999664
Bob Gibbs,Republican,11/15/2021,MRVL,sale_full,Semiconductors,Technology,11/15/2022,11/15/2022,72.91999817,44.70000076
Bob Gibbs,Republican,11/15/2021,QS,purchase,Auto Parts:O.E.M.,Consumer Discretionary,11/15/2022,11/15/2022,40.58000183,8.109999657
Bob Gibbs,Republican,11/16/2021,STM,purchase,Semiconductors,Technology,11/16/2022,11/16/2022,51.45000076,37.81000137
Josh Gottheimer,Democrat,9/6/2022,AAPL,sale_partial,Computer Manufacturing,Technology,9/6/2023,9/6/2023,154.5299988,182.9100037
Josh Gottheimer,Democrat,8/12/2022,ADP,purchase,EDP Services,Technology,8/12/2023,8/14/2023,256.7799988,251.9600067
Josh Gottheimer,Democrat,8/11/2022,BCRX,purchase,Biotechnology: Biological Products (No Diagnostic Substances),Health Care,8/11/2023,8/11/2023,14.36999989,6.96999979
Josh Gottheimer,Democrat,8/11/2022,BX,sale_partial,Investment Managers,Finance,8/11/2023,8/11/2023,106.0100021,98.37000275
Josh Gottheimer,Democrat,8/15/2022,CRNC,sale_full,EDP Services,Technology,8/15/2023,8/15/2023,23.05999947,26.26000023
Josh Gottheimer,Democrat,8/5/2022,KO,purchase,Beverages (Production/Distribution),Consumer Non-Durables,8/5/2023,8/7/2023,63.38000107,61.18999863
Josh Gottheimer,Democrat,8/5/2022,HALO,sale_partial,Biotechnology: Biological Products (No Diagnostic Substances),Health Care,8/5/2023,8/7/2023,45.13000107,42.00999832
Josh Gottheimer,Democrat,8/16/2022,LOW,sale_partial,RETAIL: Building Materials,Consumer Services,8/16/2023,8/16/2023,214.1199951,222.1499939
Josh Gottheimer,Democrat,8/11/2022,MSFT,purchase,Computer Software: Prepackaged Software,Technology,8/11/2023,8/11/2023,287.019989,321.0100098
Josh Gottheimer,Democrat,8/11/2022,MSFT,purchase,Computer Software: Prepackaged Software,Technology,8/11/2023,8/11/2023,287.019989,321.0100098
Josh Gottheimer,Democrat,8/11/2022,MSFT,purchase,Computer Software: Prepackaged Software,Technology,8/11/2023,8/11/2023,287.019989,321.0100098
Josh Gottheimer,Democrat,8/11/2022,MSFT,purchase,Computer Software: Prepackaged Software,Technology,8/11/2023,8/11/2023,287.019989,321.0100098
Josh Gottheimer,Democrat,8/11/2022,MSFT,purchase,Computer Software: Prepackaged Software,Technology,8/11/2023,8/11/2023,287.019989,321.0100098
Josh Gottheimer,Democrat,8/11/2022,MSFT,purchase,Computer Software: Prepackaged Software,Technology,8/11/2023,8/11/2023,287.019989,321.0100098
Josh Gottheimer,Democrat,8/11/2022,MSFT,sale_full,Computer Software: Prepackaged Software,Technology,8/11/2023,8/11/2023,287.019989,321.0100098
Josh Gottheimer,Democrat,8/11/2022,MSFT,sale_full,Computer Software: Prepackaged Software,Technology,8/11/2023,8/11/2023,287.019989,321.0100098
Josh Gottheimer,Democrat,8/11/2022,MSFT,purchase,Computer Software: Prepackaged Software,Technology,8/11/2023,8/11/2023,287.019989,321.0100098
Josh Gottheimer,Democrat,8/11/2022,MSFT,sale_full,Computer Software: Prepackaged Software,Technology,8/11/2023,8/11/2023,287.019989,321.0100098
Josh Gottheimer,Democrat,8/11/2022,MSFT,sale_full,Computer Software: Prepackaged Software,Technology,8/11/2023,8/11/2023,287.019989,321.0100098
Josh Gottheimer,Democrat,8/11/2022,MSFT,purchase,Computer Software: Prepackaged Software,Technology,8/11/2023,8/11/2023,287.019989,321.0100098
Josh Gottheimer,Democrat,8/17/2022,MSFT,sale_partial,Computer Software: Prepackaged Software,Technology,8/17/2023,8/17/2023,291.3200073,316.8800049
Josh Gottheimer,Democrat,8/17/2022,MSFT,sale_full,Computer Software: Prepackaged Software,Technology,8/17/2023,8/17/2023,291.3200073,316.8800049
Josh Gottheimer,Democrat,8/17/2022,MSFT,purchase,Computer Software: Prepackaged Software,Technology,8/17/2023,8/17/2023,291.3200073,316.8800049
Josh Gottheimer,Democrat,8/10/2022,RPD,sale_partial,Computer Software: Prepackaged Software,Technology,8/10/2023,8/10/2023,67.09999847,47.5
Josh Gottheimer,Democrat,8/5/2022,ROK,sale_partial,Industrial Machinery/Components,Capital Goods,8/5/2023,8/7/2023,252.2400055,310.4599915
Josh Gottheimer,Democrat,8/2/2022,SGSOY,sale_full,,,8/2/2023,8/2/2023,9.475790024,9.539999962
Josh Gottheimer,Democrat,8/17/2022,SHW,sale_partial,RETAIL: Building Materials,Consumer Services,8/17/2023,8/17/2023,251.4700012,268.0299988
Josh Gottheimer,Democrat,8/5/2022,TT,sale_partial,Auto Parts:O.E.M.,Capital Goods,8/5/2023,8/7/2023,154.3399963,208.3500061
Josh Gottheimer,Democrat,8/11/2022,UNH,purchase,Medical Specialities,Health Care,8/11/2023,8/11/2023,532.8599854,508.0100098
Jim Banks,Republican,5/20/2021,KR,purchase,Food Chains,Consumer Services,5/20/2022,5/20/2022,36.36000061,48.65999985
Marjorie Taylor Greene,Republican,5/12/2021,AAPL,purchase,Computer Manufacturing,Technology,5/12/2022,5/12/2022,122.7699966,142.5599976
Marjorie Taylor Greene,Republican,5/12/2021,BDX,purchase,Medical/Dental Instruments,Health Care,5/12/2022,5/12/2022,235.7463379,249.7200012
Marjorie Taylor Greene,Republican,5/12/2021,TFC,purchase,Major Banks,Finance,5/12/2022,5/12/2022,59.61000061,46.47000122
Harold Dallas Rogers,Republican,4/19/2021,BBGLX,sale_full,,,4/19/2022,4/19/2022,22.38999939,20.70000076
Lloyd Doggett,Democrat,3/24/2022,HD,purchase,RETAIL: Building Materials,Consumer Services,3/24/2023,3/24/2023,315.7799988,283.019989
Lloyd Doggett,Democrat,3/10/2022,IBM,purchase,Computer Manufacturing,Technology,3/10/2023,3/10/2023,124.3499985,125.4499969
Lloyd Doggett,Democrat,3/11/2022,PPG,purchase,Paints/Coatings,Basic Industries,3/11/2023,3/13/2023,120.2300034,124.7099991
Scott Franklin,Republican,3/10/2022,AEP,sale_full,Electric Utilities: Central,Public Utilities,3/10/2023,3/10/2023,95.98999786,87.52999878
Scott Franklin,Republican,3/10/2022,DIS,purchase,Services-Misc. Amusement & Recreation,Consumer Services,3/10/2023,3/10/2023,133.6399994,93.56999969
Scott Franklin,Republican,3/10/2022,PNC,purchase,Major Banks,Finance,3/10/2023,3/10/2023,184.9600067,137.1600037
Scott Franklin,Republican,3/10/2022,SBUX,purchase,Restaurants,Consumer Services,3/10/2023,3/10/2023,87.16000366,99.37999725
Scott Franklin,Republican,3/10/2022,V,purchase,Business Services,Miscellaneous,3/10/2023,3/10/2023,197.9700012,216.1399994
Scott Franklin,Republican,3/11/2022,UHG,purchase,,,3/11/2023,3/13/2023,9.779999733,10.14999962
Scott Franklin,Republican,3/11/2022,WMT,purchase,Department/Specialty Retail Stores,Consumer Services,3/11/2023,3/13/2023,47.35666656,45.79000092
Scott Franklin,Republican,3/15/2022,MDT,purchase,Biotechnology: Electromedical & Electrotherapeutic Apparatus,Health Care,3/15/2023,3/15/2023,105.4000015,78.41000366
Scott Franklin,Republican,3/15/2022,VZ,purchase,Telecommunications Equipment,Public Utilities,3/15/2023,3/15/2023,52.75999832,37.06000137
Scott Franklin,Republican,3/21/2022,GOOGL,purchase,"Computer Software: Programming, Data Processing",Technology,3/21/2023,3/21/2023,136.1015015,104.9199982
Scott Franklin,Republican,3/21/2022,AAPL,purchase,Computer Manufacturing,Technology,3/21/2023,3/21/2023,165.3800049,159.2799988
Scott Franklin,Republican,3/21/2022,CSCO,purchase,Computer Communications Equipment,Technology,3/21/2023,3/21/2023,56,50.66999817
Scott Franklin,Republican,3/21/2022,CMCSA,purchase,Television Services,Consumer Services,3/21/2023,3/21/2023,46.66999817,36.99000168
Scott Franklin,Republican,3/21/2022,QQQ,purchase,,,3/21/2023,3/21/2023,350.0799866,310.3399963
Scott Franklin,Republican,3/21/2022,JPM,purchase,Major Banks,Finance,3/21/2023,3/21/2023,139.6499939,130.5500031
Scott Franklin,Republican,3/21/2022,MSFT,purchase,Computer Software: Prepackaged Software,Technology,3/21/2023,3/21/2023,299.1600037,273.7799988
Scott Franklin,Republican,3/21/2022,VZ,purchase,Telecommunications Equipment,Public Utilities,3/21/2023,3/21/2023,51.09999847,37.74000168
Scott Franklin,Republican,3/21/2022,SBUX,purchase,Restaurants,Consumer Services,3/21/2023,3/21/2023,86.86000061,100.5400009
Scott Franklin,Republican,3/10/2022,AEP,sale_full,Electric Utilities: Central,Public Utilities,3/10/2023,3/10/2023,95.98999786,87.52999878
Scott Franklin,Republican,3/11/2022,UHG,purchase,,,3/11/2023,3/13/2023,9.779999733,10.14999962
Scott Franklin,Republican,3/11/2022,VZ,purchase,Telecommunications Equipment,Public Utilities,3/11/2023,3/13/2023,53.04000092,36.54000092
John Rutherford,Republican,3/1/2022,RIO,purchase,Precious Metals,Basic Industries,3/1/2023,3/1/2023,80.02999878,72.70999908
John Rutherford,Republican,3/3/2022,TTE,sale_partial,Oil & Gas Production,Energy,3/3/2023,3/3/2023,50.93000031,62.75999832
"Charles J. ""Chuck"" Fleischmann",Republican,4/22/2021,IAU,purchase,,,4/22/2022,4/22/2022,34,36.72000122
"Charles J. ""Chuck"" Fleischmann",Republican,4/22/2021,IGLB,purchase,,,4/22/2022,4/22/2022,67.98000336,56.04999924
"Charles J. ""Chuck"" Fleischmann",Republican,4/22/2021,IEMG,purchase,,,4/22/2022,4/22/2022,65.22000122,52.43999863
"Charles J. ""Chuck"" Fleischmann",Republican,4/22/2021,EWU,purchase,,,4/22/2022,4/22/2022,32.25999832,32.97999954
"Charles J. ""Chuck"" Fleischmann",Republican,4/22/2021,SLYG,sale_full,,,4/22/2022,4/22/2022,86.48000336,78.80999756
"Charles J. ""Chuck"" Fleischmann",Republican,4/22/2021,SPYG,sale_full,,,4/22/2022,4/22/2022,59.70000076,59.93999863
"Charles J. ""Chuck"" Fleischmann",Republican,4/22/2021,SPYV,purchase,,,4/22/2022,4/22/2022,38.75,40.95999908
"Charles J. ""Chuck"" Fleischmann",Republican,4/22/2021,MDYG,sale_full,,,4/22/2022,4/22/2022,78.16000366,70.66999817
"Charles J. ""Chuck"" Fleischmann",Republican,4/22/2021,MDYV,sale_full,,,4/22/2022,4/22/2022,67.37999725,67.81999969
"Charles J. ""Chuck"" Fleischmann",Republican,4/22/2021,VNQ,sale_full,,,4/22/2022,4/22/2022,97.20999908,109.7600021
Marjorie Taylor Greene,Republican,4/16/2021,NEE,purchase,Electric Utilities: Central,Public Utilities,4/16/2022,4/18/2022,80.94000244,81.70999908
Marjorie Taylor Greene,Republican,4/16/2021,QCOM,purchase,Radio And Television Broadcasting And Communications Equipment,Technology,4/16/2022,4/18/2022,138.2100067,139.3200073
Marjorie Taylor Greene,Republican,4/16/2021,CRM,purchase,Computer Software: Prepackaged Software,Technology,4/16/2022,4/18/2022,231.9100037,187.0099945
Marjorie Taylor Greene,Republican,4/16/2021,WMT,purchase,Department/Specialty Retail Stores,Consumer Services,4/16/2022,4/18/2022,46.86999893,51.95999908
Robert J. Wittman,Republican,4/22/2021,AVGO,purchase,Semiconductors,Technology,4/22/2022,4/22/2022,45.51100159,58.69499969
Kurt Schrader,Democrat,4/23/2021,ETN,purchase,Industrial Machinery/Components,Technology,4/23/2022,4/25/2022,142.9700012,147.0700073
Kurt Schrader,Democrat,4/23/2021,FTV,sale_full,,,4/23/2022,4/25/2022,73.95999908,57.84999847
Kurt Schrader,Democrat,4/23/2021,IQV,sale_full,Biotechnology: Commercial Physical & Biological Resarch,Health Care,4/23/2022,4/25/2022,232.3000031,219.8600006
Doug Lamborn,Republican,10/12/2021,NTAP,purchase,Electronic Components,Technology,10/12/2022,10/12/2022,90.23999786,62.33000183
Doug Lamborn,Republican,10/25/2021,NTAP,sale_full,Electronic Components,Technology,10/25/2022,10/25/2022,93.09999847,67.84999847
Doug Lamborn,Republican,10/26/2021,NTAP,purchase,Electronic Components,Technology,10/26/2022,10/26/2022,90.66000366,67.45999908
Doug Lamborn,Republican,10/12/2021,NTAP,sale_full,Electronic Components,Technology,10/12/2022,10/12/2022,90.23999786,62.33000183
Doug Lamborn,Republican,10/25/2021,NTAP,purchase,Electronic Components,Technology,10/25/2022,10/25/2022,93.09999847,67.84999847
Doug Lamborn,Republican,10/26/2021,NTAP,sale_full,Electronic Components,Technology,10/26/2022,10/26/2022,90.66000366,67.45999908
Doug Lamborn,Republican,10/12/2021,NTAP,sale_full,Electronic Components,Technology,10/12/2022,10/12/2022,90.23999786,62.33000183
Doug Lamborn,Republican,10/25/2021,NTAP,purchase,Electronic Components,Technology,10/25/2022,10/25/2022,93.09999847,67.84999847
Doug Lamborn,Republican,10/26/2021,NTAP,sale_full,Electronic Components,Technology,10/26/2022,10/26/2022,90.66000366,67.45999908
Robert J. Wittman,Republican,7/15/2022,ABT,purchase,Major Pharmaceuticals,Health Care,7/15/2023,7/17/2023,108.8199997,107
Robert J. Wittman,Republican,7/15/2022,BAX,purchase,Medical/Dental Instruments,Health Care,7/15/2023,7/17/2023,64.91000366,46.54999924
Robert J. Wittman,Republican,7/15/2022,WMT,purchase,Department/Specialty Retail Stores,Consumer Services,7/15/2023,7/17/2023,43.0233345,51.6166687
Dwight Evans,Democrat,11/2/2021,AEP,sale_full,Electric Utilities: Central,Public Utilities,11/2/2022,11/2/2022,85.30000305,88.20999908
Dwight Evans,Democrat,11/2/2021,ARKG,sale_full,,,11/2/2022,11/2/2022,76.83000183,33.02999878
Dwight Evans,Democrat,11/2/2021,BTEC,purchase,,,11/2/2022,11/2/2022,55.9864006,33.75
Dwight Evans,Democrat,11/2/2021,SRLN,purchase,,,11/2/2022,11/2/2022,45.75,40.95000076
Ed Perlmutter,Democrat,11/26/2021,COST,sale_partial,Department/Specialty Retail Stores,Consumer Services,11/26/2022,11/28/2022,546.1300049,530.9199829
Ed Perlmutter,Democrat,11/26/2021,F,purchase,Auto Manufacturing,Capital Goods,11/26/2022,11/28/2022,19.75,13.72999954
Blake Moore,Republican,2/22/2021,BABA,sale_full,Business Services,Miscellaneous,2/22/2022,2/22/2022,254,112.9300003
Blake Moore,Republican,5/24/2021,BABA,purchase,Business Services,Miscellaneous,5/24/2022,5/24/2022,210.4400024,82.47000122
Blake Moore,Republican,2/24/2021,BABA,purchase,Business Services,Miscellaneous,2/24/2022,2/24/2022,250.3399963,108.9300003
Blake Moore,Republican,2/25/2021,BABA,purchase,Business Services,Miscellaneous,2/25/2022,2/25/2022,240.1799927,107.9400024
Blake Moore,Republican,3/4/2021,BABA,purchase,Business Services,Miscellaneous,3/4/2022,3/4/2022,230.5,100.5999985
Blake Moore,Republican,3/26/2021,BABA,purchase,Business Services,Miscellaneous,3/26/2022,3/28/2022,227.2599945,115.0899963
Blake Moore,Republican,5/11/2021,BABA,purchase,Business Services,Miscellaneous,5/11/2022,5/11/2022,221.3800049,81.73000336
Blake Moore,Republican,3/4/2021,GOOG,purchase,"Computer Software: Programming, Data Processing",Technology,3/4/2022,3/4/2022,102.4544983,132.121994
Blake Moore,Republican,2/4/2021,GOOG,purchase,"Computer Software: Programming, Data Processing",Technology,2/4/2022,2/4/2022,103.1184998,143.0160065
Blake Moore,Republican,2/25/2021,GOOG,purchase,"Computer Software: Programming, Data Processing",Technology,2/25/2022,2/25/2022,101.5680008,134.5195007
Blake Moore,Republican,2/25/2021,AMZN,purchase,Catalog/Specialty Distribution,Consumer Services,2/25/2022,2/25/2022,152.8580017,153.7884979
Blake Moore,Republican,3/4/2021,AMZN,purchase,Catalog/Specialty Distribution,Consumer Services,3/4/2022,3/4/2022,148.8784943,145.6410065
Blake Moore,Republican,2/24/2021,AMZN,purchase,Catalog/Specialty Distribution,Consumer Services,2/24/2022,2/24/2022,157.9765015,151.3580017
Blake Moore,Republican,3/4/2021,AMZN,purchase,Catalog/Specialty Distribution,Consumer Services,3/4/2022,3/4/2022,148.8784943,145.6410065
Blake Moore,Republican,3/26/2021,AMZN,purchase,Catalog/Specialty Distribution,Consumer Services,3/26/2022,3/28/2022,152.6015015,168.9904938
Blake Moore,Republican,5/3/2021,AMZN,sale_full,Catalog/Specialty Distribution,Consumer Services,5/3/2022,5/3/2022,169.3244934,124.2535019
Blake Moore,Republican,5/3/2021,AMZN,purchase,Catalog/Specialty Distribution,Consumer Services,5/3/2022,5/3/2022,169.3244934,124.2535019
Blake Moore,Republican,4/30/2021,AXP,purchase,Finance: Consumer Services,Finance,4/30/2022,5/2/2022,153.3500061,171.6199951
Blake Moore,Republican,3/26/2021,AXP,purchase,Finance: Consumer Services,Finance,3/26/2022,3/28/2022,143.7299957,189.6999969
Blake Moore,Republican,3/4/2021,AXP,purchase,Finance: Consumer Services,Finance,3/4/2022,3/4/2022,142.6799927,172.9499969
Blake Moore,Republican,2/24/2021,AXP,purchase,Finance: Consumer Services,Finance,2/24/2022,2/24/2022,139.8899994,188.3500061
Blake Moore,Republican,2/25/2021,AXP,purchase,Finance: Consumer Services,Finance,2/25/2022,2/25/2022,137.0800018,193.7100067
Blake Moore,Republican,2/25/2021,AAPL,purchase,Computer Manufacturing,Technology,2/25/2022,2/25/2022,120.9899979,164.8500061
Blake Moore,Republican,3/4/2021,AAPL,purchase,Computer Manufacturing,Technology,3/4/2022,3/4/2022,120.1299973,163.1699982
Blake Moore,Republican,2/24/2021,AAPL,purchase,Computer Manufacturing,Technology,2/24/2022,2/24/2022,125.3499985,162.7400055
Blake Moore,Republican,3/4/2021,AAPL,purchase,Computer Manufacturing,Technology,3/4/2022,3/4/2022,120.1299973,163.1699982
Blake Moore,Republican,3/4/2021,AAPL,purchase,Computer Manufacturing,Technology,3/4/2022,3/4/2022,120.1299973,163.1699982
Blake Moore,Republican,3/26/2021,AAPL,purchase,Computer Manufacturing,Technology,3/26/2022,3/28/2022,121.2099991,175.6000061
Blake Moore,Republican,4/30/2021,AAPL,purchase,Computer Manufacturing,Technology,4/30/2022,5/2/2022,131.4600067,157.9600067
Blake Moore,Republican,5/11/2021,AAPL,purchase,Computer Manufacturing,Technology,5/11/2022,5/11/2022,125.9100037,146.5
Blake Moore,Republican,4/30/2021,BAC,purchase,Major Banks,Finance,4/30/2022,5/2/2022,40.52999878,36.13999939
Blake Moore,Republican,3/26/2021,BAC,purchase,Major Banks,Finance,3/26/2022,3/28/2022,38.68000031,43.54999924
Blake Moore,Republican,3/4/2021,BAC,purchase,Major Banks,Finance,3/4/2022,3/4/2022,36.5,40.95000076
Blake Moore,Republican,2/24/2021,BAC,purchase,Major Banks,Finance,2/24/2022,2/24/2022,36.38000107,43.59999847
Blake Moore,Republican,2/25/2021,BAC,purchase,Major Banks,Finance,2/25/2022,2/25/2022,35.93000031,45.02000046
Blake Moore,Republican,5/12/2021,ICSH,sale_full,,,5/12/2022,5/12/2022,50.49000168,50.09999847
Blake Moore,Republican,3/18/2021,DG,purchase,Department/Specialty Retail Stores,Consumer Services,3/18/2022,3/18/2022,178.8000031,229.6300049
Blake Moore,Republican,1/27/2021,DG,sale_full,Department/Specialty Retail Stores,Consumer Services,1/27/2022,1/27/2022,199.6300049,205.3399963
Blake Moore,Republican,1/27/2021,DG,purchase,Department/Specialty Retail Stores,Consumer Services,1/27/2022,1/27/2022,199.6300049,205.3399963
Blake Moore,Republican,3/26/2021,HQY,purchase,Managed Health Care,Health Care,3/26/2022,3/28/2022,70,65.26000214
Blake Moore,Republican,4/30/2021,HQY,purchase,Managed Health Care,Health Care,4/30/2022,5/2/2022,75.97000122,63.91999817
Blake Moore,Republican,5/11/2021,HQY,purchase,Managed Health Care,Health Care,5/11/2022,5/11/2022,72.16000366,54.13999939
Blake Moore,Republican,5/12/2021,HQY,purchase,Managed Health Care,Health Care,5/12/2022,5/12/2022,73.63999939,54.75999832
Blake Moore,Republican,4/30/2021,JNJ,purchase,Major Pharmaceuticals,Health Care,4/30/2022,5/2/2022,162.7299957,178.6399994
Blake Moore,Republican,3/26/2021,JNJ,purchase,Major Pharmaceuticals,Health Care,3/26/2022,3/28/2022,164.9299927,177.8300018
Blake Moore,Republican,3/4/2021,JNJ,purchase,Major Pharmaceuticals,Health Care,3/4/2022,3/4/2022,153.0700073,169.4799957
Blake Moore,Republican,2/25/2021,JNJ,purchase,Major Pharmaceuticals,Health Care,2/25/2022,2/25/2022,162.7599945,166
Blake Moore,Republican,2/24/2021,JNJ,purchase,Major Pharmaceuticals,Health Care,2/24/2022,2/24/2022,162.5899963,158.1399994
Blake Moore,Republican,6/3/2021,MA,sale_full,Business Services,Miscellaneous,6/3/2022,6/3/2022,361.8200073,357.8200073
Blake Moore,Republican,6/3/2021,MA,purchase,Business Services,Miscellaneous,6/3/2022,6/3/2022,361.8200073,357.8200073
Blake Moore,Republican,5/12/2021,MSFT,purchase,Computer Software: Prepackaged Software,Technology,5/12/2022,5/12/2022,239,255.3500061
Blake Moore,Republican,2/25/2021,MSFT,purchase,Computer Software: Prepackaged Software,Technology,2/25/2022,2/25/2022,228.9900055,297.3099976
Blake Moore,Republican,2/25/2021,MSFT,purchase,Computer Software: Prepackaged Software,Technology,2/25/2022,2/25/2022,228.9900055,297.3099976
Blake Moore,Republican,3/4/2021,MSFT,purchase,Computer Software: Prepackaged Software,Technology,3/4/2022,3/4/2022,226.7299957,289.8599854
Blake Moore,Republican,3/26/2021,MSFT,purchase,Computer Software: Prepackaged Software,Technology,3/26/2022,3/28/2022,236.4799957,310.7000122
Blake Moore,Republican,4/30/2021,MSFT,purchase,Computer Software: Prepackaged Software,Technology,4/30/2022,5/2/2022,252.1799927,284.4700012
Blake Moore,Republican,2/25/2021,NVDA,sale_full,Semiconductors,Technology,2/25/2022,2/25/2022,13.30749989,24.15699959
Blake Moore,Republican,2/25/2021,NVDA,purchase,Semiconductors,Technology,2/25/2022,2/25/2022,13.30749989,24.15699959
Blake Moore,Republican,1/20/2021,NVDA,purchase,Semiconductors,Technology,1/20/2022,1/20/2022,13.36575031,24.14999962
Blake Moore,Republican,1/20/2021,NVDA,purchase,Semiconductors,Technology,1/20/2022,1/20/2022,13.36575031,24.14999962
Blake Moore,Republican,2/24/2021,RTX,purchase,Aerospace,Capital Goods,2/24/2022,2/24/2022,77.66999817,94.25
Blake Moore,Republican,4/30/2021,RTX,purchase,Aerospace,Capital Goods,4/30/2022,5/2/2022,83.23999786,94.22000122
Blake Moore,Republican,5/11/2021,RTX,purchase,Aerospace,Capital Goods,5/11/2022,5/11/2022,84.33000183,91
Blake Moore,Republican,3/26/2021,RTX,purchase,Aerospace,Capital Goods,3/26/2022,3/28/2022,78.16999817,101.5899963
Blake Moore,Republican,5/12/2021,VOO,sale_full,,,5/12/2022,5/12/2022,372.730011,360.6499939
Richard W. Allen,Republican,2/10/2021,ALB,purchase,Major Chemicals,Basic Industries,2/10/2022,2/10/2022,156.0500031,236.0399933
Richard W. Allen,Republican,2/10/2021,DE,purchase,Industrial Machinery/Components,Capital Goods,2/10/2022,2/10/2022,313.6400146,393.1499939
Richard W. Allen,Republican,2/26/2021,DE,purchase,Industrial Machinery/Components,Capital Goods,2/26/2022,2/28/2022,349.1199951,360.019989
Richard W. Allen,Republican,2/26/2021,FCX,purchase,Precious Metals,Basic Industries,2/26/2022,2/28/2022,33.90999985,46.95000076
Richard W. Allen,Republican,2/10/2021,FCX,purchase,Precious Metals,Basic Industries,2/10/2022,2/10/2022,31.23999977,43.90999985
