Symbol,Name,Country,IPO Year,Volume,Sector,Industry
GSRTU,GSR III Acquisition Corp. Unit,United States,2024,12429,,
GSUN,Golden Sun Health Technology Group Limited Class A Ordinary Shares,China,2022,22289,Real Estate,Other Consumer Services
GT,The Goodyear Tire & Rubber Company Common Stock,United States,,4439631,Consumer Discretionary,Automotive Aftermarket
GTBP,GT Biopharma Inc. Common Stock,United States,,9436,Health Care,Biotechnology: Pharmaceutical Preparations
GTE,Gran Tierra Energy Inc. Common Stock,Canada,,402467,Energy,Oil & Gas Production
GTEC,Greenland Technologies Holding Corporation Ordinary Shares,China,2018,48801,Industrials,Industrial Machinery/Components
GTES,Gates Industrial Corporation plc Ordinary Shares,United Kingdom,2018,775395,Industrials,Industrial Machinery/Components
GTI,Graphjet Technology Class A Ordinary Shares,Malaysia,2022,83631,Energy,Industrial Machinery/Components
GTIM,Good Times Restaurants Inc. Common Stock,United States,,4037,Consumer Discretionary,Restaurants
GTLB,GitLab Inc. Class A Common Stock,United States,2021,699413,Technology,Computer Software: Prepackaged Software
GTLS,Chart Industries Inc. Common Stock,United States,2006,479041,Industrials,Metal Fabrications
GTLS^B,Chart Industries Inc. Depositary Shares each Representing a 1/20th Interest in a Share of 6.75% Series B Mandatory Convertible Preferred Stock,United States,,143467,,
GTN,Gray Television Inc. Common Stock,United States,,386889,Industrials,Broadcasting
GTX,Garrett Motion Inc. Common Stock,Switzerland,,625674,Consumer Discretionary,Auto Parts:O.E.M.
GTY,Getty Realty Corporation Common Stock,United States,,194477,Finance,Real Estate
GUG,Guggenheim Active Allocation Fund Common Shares of Beneficial Interest,United States,2021,50306,Finance,Trusts Except Educational Religious and Charitable
GURE,Gulf Resources Inc. (NV) Common Stock,China,,6840,Industrials,Major Chemicals
GUT,Gabelli Utility Trust (The) Common Stock,United States,,156124,Finance,Trusts Except Educational Religious and Charitable
GUT^C,Gabelli Utility Trust (The) 5.375% Series C Cumulative Preferred Shares,United States,,120,,
GUTS,Fractyl Health Inc. Common Stock,United States,2024,144613,,
GV,Visionary Holdings Inc. Common Shares,Canada,2022,36110,Real Estate,Other Consumer Services
GVA,Granite Construction Incorporated Common Stock,United States,,234430,Industrials,Military/Government/Technical
GVH,Globavend Holdings Limited Ordinary Shares,Australia,2023,20253,Consumer Discretionary,Oil Refining/Marketing
GWAV,Greenwave Technology Solutions Inc. Common Stock,United States,,1799991,Industrials,Metal Fabrications
GWH,ESS Tech Inc. Common Stock,United States,,45901,Miscellaneous,Industrial Machinery/Components
GWRE,Guidewire Software Inc. Common Stock,United States,2012,631152,Technology,Computer Software: Prepackaged Software
GWRS,Global Water Resources Inc. Common Stock,United States,2016,11253,Utilities,Water Supply
GWW,W.W. Grainger Inc. Common Stock,United States,,126632,Industrials,Office Equipment/Supplies/Services
GXAI,Gaxos.ai Inc. Common Stock,United States,2023,170314,Technology,Computer Software: Prepackaged Software
GXO,GXO Logistics Inc. Common Stock ,United States,2021,441545,Consumer Discretionary,Transportation Services
GYRE,Gyre Therapeutics Inc. Common Stock,United States,2006,114930,Health Care,Biotechnology: Pharmaceutical Preparations
GYRO,Gyrodyne LLC Common Stock,United States,,69,Real Estate,Building operators
H,Hyatt Hotels Corporation Class A Common Stock,United States,2009,185162,Consumer Discretionary,Hotels/Resorts
HAE,Haemonetics Corporation Common Stock,United States,1991,273618,Health Care,Medical/Dental Instruments
HAFC,Hanmi Financial Corporation Common Stock,United States,,111308,Finance,Major Banks
HAFN,Hafnia Limited Common Shares,,2024,4037791,Consumer Discretionary,Transportation Services
HAIA,Healthcare AI Acquisition Corp. Class A Ordinary Shares,Cayman Islands,2022,277,Finance,Blank Checks
HAIAW,Healthcare AI Acquisition Corp. Warrants,Cayman Islands,2022,17,Finance,Blank Checks
HAIN,Hain Celestial Group Inc. (The) Common Stock,United States,,884917,Consumer Staples,Packaged Foods
HAL,Halliburton Company Common Stock,United States,,3483987,Energy,Oilfield Services/Equipment
HALO,Halozyme Therapeutics Inc. Common Stock,United States,,720088,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
HAO,Haoxi Health Technology Limited Class A Ordinary Shares,China,2024,9678441,Consumer Discretionary,Advertising
HAS,Hasbro Inc. Common Stock,United States,,1489912,Consumer Discretionary,Recreational Games/Products/Toys
HASI,HA Sustainable Infrastructure Capital Inc. Common Stock,United States,2013,424115,Real Estate,Real Estate Investment Trusts
HAYW,Hayward Holdings Inc. Common Stock,United States,2021,1038170,Industrials,Industrial Machinery/Components
HBAN,Huntington Bancshares Incorporated Common Stock,United States,,6349207,Finance,Major Banks
HBANL,Huntington Bancshares Incorporated Depositary Shares Each Representing a 1/40th Interest in a Share of 6.875% Series J Non-Cumulative Perpetual Preferred Stock,United States,,45104,Finance,Major Banks
HBANM,Huntington Bancshares Incorporated Depositary Shares each representing a 1/1000th interest in a share of Huntington Series I Preferred Stock,United States,,15055,Finance,Major Banks
HBANP,Huntington Bancshares Incorporated Depositary Shares 4.500% Series H Non-Cumulative Perpetual Preferred Stock,United States,,52398,Finance,Major Banks
HBB,Hamilton Beach Brands Holding Company Class A Common Stock ,United States,2017,16673,Consumer Discretionary,Home Furnishings
HBCP,Home Bancorp Inc. Common Stock,United States,2008,9873,Finance,Banks
HBI,Hanesbrands Inc. Common Stock,United States,,3040887,Consumer Discretionary,Clothing/Shoe/Accessory Stores
HBIO,Harvard Bioscience Inc. Common Stock,United States,2000,83508,Industrials,Biotechnology: Laboratory Analytical Instruments
HBM,Hudbay Minerals Inc. Ordinary Shares (Canada),Canada,,1991044,Basic Materials,Metal Mining
HBNC,Horizon Bancorp Inc. Common Stock,United States,,118502,Finance,Major Banks
HBT,HBT Financial Inc. Common Stock,United States,2019,16148,Finance,Major Banks
HCA,HCA Healthcare Inc. Common Stock,United States,2011,626734,Health Care,Hospital/Nursing Management
HCAT,Health Catalyst Inc Common Stock,United States,2019,241715,Technology,Computer Software: Programming Data Processing
HCC,Warrior Met Coal Inc. Common Stock,United States,2017,323114,Energy,Coal Mining
HCI,HCI Group Inc. Common Stock,United States,,95043,Finance,Property-Casualty Insurers
HCKT,Hackett Group Inc (The). Common Stock,United States,,54109,Consumer Discretionary,Professional Services
HCM,HUTCHMED (China) Limited American Depositary Shares,Hong Kong,2016,74405,Health Care,Biotechnology: Pharmaceutical Preparations
HCP,HashiCorp Inc. Class A Common Stock,United States,2021,589228,Technology,EDP Services
HCSG,Healthcare Services Group Inc. Common Stock,United States,1983,355665,Health Care,Hospital/Nursing Management
HCTI,Healthcare Triangle Inc. Common Stock,United States,2021,19591,Technology,EDP Services
HCVIU,Hennessy Capital Investment Corp. VI Unit,United States,2021,4,Finance,Blank Checks
HCWB,HCW Biologics Inc. Common Stock,United States,2021,407382,Health Care,Biotechnology: Pharmaceutical Preparations
HCWC,Healthy Choice Wellness Corp. Class A Common Stock,,2024,112936,Consumer Staples,Food Chains
HCXY,Hercules Capital Inc. 6.25% Notes due 2033,United States,2018,82,Finance,Investment Managers
HD,Home Depot Inc. (The) Common Stock,United States,,2028182,Consumer Discretionary,RETAIL: Building Materials
HDB,HDFC Bank Limited Common Stock,India,2001,2688645,Finance,Commercial Banks
HDL,SUPER HI INTERNATIONAL HOLDING LTD. American Depositary Shares,Singapore,2024,92334,Consumer Discretionary,Restaurants
HDSN,Hudson Technologies Inc. Common Stock,United States,,255544,Consumer Discretionary,Industrial Specialties
HE,Hawaiian Electric Industries Inc. Common Stock,United States,,1069950,Utilities,Electric Utilities: Central
HEAR,Turtle Beach Corporation Common Stock,United States,,115035,Telecommunications,Telecommunications Equipment
HEES,H&E Equipment Services Inc. Common Stock,United States,2006,87475,Industrials,Misc Corporate Leasing Services
HEI,Heico Corporation Common Stock,United States,2000,175530,Industrials,Aerospace
HEI/A,Heico Corporation,United States,,125086,,
HELE,Helen of Troy Limited Common Stock,Bermuda,,226869,Consumer Discretionary,Home Furnishings
HEPA,Hepion Pharmaceuticals Inc. Common Stock,United States,,9766,Health Care,Biotechnology: Pharmaceutical Preparations
HEPS,D-Market Electronic Services & Trading American Depositary Shares,Turkey,2021,414188,Consumer Discretionary,Catalog/Specialty Distribution
HEQ,John Hancock Hedged Equity & Income Fund Common Shares of Beneficial Interest,United States,2011,6343,Finance,Investment Managers
HES,Hess Corporation Common Stock,United States,,891931,Energy,Integrated oil Companies
HESM,Hess Midstream LP Class A Representing Limited Partner Interests,United States,2017,426668,Energy,Oil & Gas Production
HFBL,Home Federal Bancorp Inc. of Louisiana Common Stock,United States,2010,509,Finance,Savings Institutions
HFFG,HF Foods Group Inc. Common Stock,United States,2017,17936,Consumer Discretionary,Food Distributors
HFRO,Highland Opportunities and Income Fund Common Shares of Beneficial Interest,United States,2017,262192,Finance,Finance/Investors Services
HFRO^A,Highland Opportunities and Income Fund 5.375% Series A Cumulative Preferred Shares,United States,,36763,,
HFWA,Heritage Financial Corporation Common Stock,United States,,93703,Finance,Banks
HG,Hamilton Insurance Group Ltd. Class B Common Shares,Bermuda,2023,195305,,
HGBL,Heritage Global Inc. Common Stock,United States,,47387,Consumer Discretionary,Business Services
HGLB,Highland Global Allocation Fund Common Stock,,2019,32957,Finance,Trusts Except Educational Religious and Charitable
HGTY,Hagerty Inc. Class A Common Stock,United States,2021,65505,Finance,Specialty Insurers
HGV,Hilton Grand Vacations Inc. Common Stock ,United States,2016,832358,Consumer Discretionary,Hotels/Resorts
HHH,Howard Hughes Holdings Inc. Common Stock,United States,,83089,Real Estate,Real Estate Investment Trusts
HHS,Harte Hanks Inc. Common Stock,United States,,7307,Consumer Discretionary,Advertising
HI,Hillenbrand Inc Common Stock,United States,,259616,Consumer Discretionary,Miscellaneous manufacturing industries
HIFS,Hingham Institution for Savings Common Stock,United States,,7587,Finance,Banks
HIG,Hartford Financial Services Group Inc. (The) Common Stock,United States,,816386,Finance,Property-Casualty Insurers
HIG^G,Hartford Financial Services Group Inc. (The) Depositary Shares each representing a 1/1000th interest in a share of 6.000% Non-Cumulative Preferred Stock Series G $0.01 par value,United States,,40181,,
HIHO,Highway Holdings Limited Common Stock,Hong Kong,,19205,Industrials,Metal Fabrications
HII,Huntington Ingalls Industries Inc. Common Stock,United States,,271719,Industrials,Marine Transportation
HIMS,Hims & Hers Health Inc. Class A Common Stock,United States,2019,10241804,Health Care,Medical/Nursing Services
HIMX,Himax Technologies Inc. American Depositary Shares,Taiwan,2006,846638,Technology,Semiconductors
HIO,Western Asset High Income Opportunity Fund Inc. Common Stock,United States,,186329,Finance,Finance/Investors Services
HIPO,Hippo Holdings Inc. Common Stock,United States,2021,78999,Finance,Property-Casualty Insurers
HITI,High Tide Inc. Common Shares,Canada,,1450353,Consumer Discretionary,Other Specialty Stores
HIVE,HIVE Digital Technologies Ltd. Common Shares,Canada,,5618416,Finance,Finance: Consumer Services
HIW,Highwoods Properties Inc. Common Stock,United States,1994,435725,Real Estate,Real Estate Investment Trusts
HIX,Western Asset High Income Fund II Inc. Common Stock,United States,1998,194024,Finance,Finance/Investors Services
HKD,AMTD Digital Inc. American Depositary Shares (every five of which represent two Class A Ordinary Shares),,2022,71223,Finance,Finance: Consumer Services
HKIT,Hitek Global Inc. Class A Ordinary Share,China,2023,14313,Technology,Computer Software: Prepackaged Software
HL,Hecla Mining Company Common Stock,United States,,4520693,Industrials,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
HLF,Herbalife Ltd. Common Shares,Cayman Islands,2004,1140032,Health Care,Other Pharmaceuticals
HLI,Houlihan Lokey Inc. Class A Common Stock,United States,2015,142699,Finance,Investment Managers
HLIO,Helios Technologies Inc. Common Stock,United States,2021,70758,Industrials,Metal Fabrications
HLIT,Harmonic Inc. Common Stock,United States,1995,465829,Technology,Radio And Television Broadcasting And Communications Equipment
HLLY,Holley Inc. Common Stock,United States,2020,222968,Consumer Discretionary,Auto Parts:O.E.M.
HLMN,Hillman Solutions Corp. Common Stock,United States,2020,428571,Consumer Discretionary,Industrial Machinery/Components
HLN,Haleon plc American Depositary Shares (Each representing two Ordinary Shares),United Kingdom,2022,2989952,Consumer Discretionary,Package Goods/Cosmetics
HLNE,Hamilton Lane Incorporated Class A Common Stock,United States,2017,184877,Finance,Investment Managers
HLP,Hongli Group Inc. Ordinary Shares,China,2023,21692,Industrials,Industrial Machinery/Components
HLT,Hilton Worldwide Holdings Inc. Common Stock ,United States,2016,869431,Consumer Discretionary,Hotels/Resorts
HLVX,HilleVax Inc. Common Stock,United States,2022,60286,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
HLX,Helix Energy Solutions Group Inc. Common Stock,United States,,515427,Energy,Oilfield Services/Equipment
HLXB,Helix Acquisition Corp. II Class A Ordinary Shares,United States,2024,4,,
HMC,Honda Motor Company Ltd. Common Stock,Japan,,585695,Consumer Discretionary,Auto Manufacturing
HMN,Horace Mann Educators Corporation Common Stock,United States,1991,125835,Finance,Property-Casualty Insurers
HMST,HomeStreet Inc. Common Stock,United States,2012,123048,Finance,Major Banks
HMY,Harmony Gold Mining Company Limited,South Africa,,2873465,Basic Materials,Precious Metals
HNI,HNI Corporation Common Stock,United States,,166505,Consumer Discretionary,Office Equipment/Supplies/Services
HNNA,Hennessy Advisors Inc. Common Stock,United States,,8479,Finance,Investment Managers
HNNAZ,Hennessy Advisors Inc. 4.875% Notes due 2026,United States,,42,Finance,Investment Managers
HNRG,Hallador Energy Company Common Stock,United States,,168956,Energy,Coal Mining
HNST,The Honest Company Inc. Common Stock,United States,2021,2735272,Consumer Discretionary,Catalog/Specialty Distribution
HNVR,Hanover Bancorp Inc. Common Stock,United States,2022,8851,Finance,Major Banks
HNW,Pioneer Diversified High Income Fund Inc.,United States,2007,16624,Finance,Finance/Investors Services
HOFT,Hooker Furnishings Corporation Common Stock,United States,,10281,Consumer Discretionary,Home Furnishings
HOFV,Hall of Fame Resort & Entertainment Company Common Stock,United States,,29716,Consumer Discretionary,Services-Misc. Amusement & Recreation
HOFVW,Hall of Fame Resort &amp; Entertainment Company Warrant,United States,,3037,Consumer Discretionary,Services-Misc. Amusement & Recreation
HOG,Harley-Davidson Inc. Common Stock,United States,,616243,Consumer Discretionary,Motor Vehicles
HOLO,MicroCloud Hologram Inc. Ordinary Shares,United States,2021,1910224,Technology,Computer Software: Programming Data Processing
HOLOW,MicroCloud Hologram Inc. Warrant,United States,2021,17942,Technology,Computer Software: Programming Data Processing
HOLX,Hologic Inc. Common Stock,United States,1990,954460,Health Care,Medical Electronics
HOMB,Home BancShares Inc. Common Stock,United States,2006,576486,Finance,Major Banks
HON,Honeywell International Inc. Common Stock,United States,,1917222,Industrials,Aerospace
HOND,HCM II Acquisition Corp. Class A Ordinary Shares,United States,2024,5350,,
HONDU,HCM II Acquisition Corp. Unit,United States,2024,6,Finance,Blank Checks
HONDW,HCM II Acquisition Corp. Warrant,United States,2024,1646,Finance,Blank Checks
HONE,HarborOne Bancorp Inc. Common Stock,United States,2016,101251,Finance,Major Banks
HOOD,Robinhood Markets Inc. Class A Common Stock,United States,2021,13362487,Finance,Investment Bankers/Brokers/Service
HOOK,HOOKIPA Pharma Inc. Common Stock,United States,2019,39469,Health Care,Biotechnology: Pharmaceutical Preparations
HOPE,Hope Bancorp Inc. Common Stock,United States,,366082,Finance,Major Banks
HOTH,Hoth Therapeutics Inc. Common Stock,United States,2019,114268,Health Care,Biotechnology: Pharmaceutical Preparations
HOUR,Hour Loop Inc. Common Stock,United States,2022,11152,Consumer Discretionary,Catalog/Specialty Distribution
HOUS,Anywhere Real Estate Inc. Common Stock,United States,2012,398428,Finance,Real Estate
HOV,Hovnanian Enterprises Inc. Class A Common Stock,United States,1983,36649,Consumer Discretionary,Homebuilding
HOVNP,Hovnanian Enterprises Inc Dep Shr Srs A Pfd,United States,,13302,Consumer Discretionary,Homebuilding
HOVR,New Horizon Aircraft Ltd. Class A Ordinary Share,United States,2023,20282645,Industrials,Aerospace
HOVRW,New Horizon Aircraft Ltd. Warrant,United States,2023,381688,Industrials,Aerospace
HOWL,Werewolf Therapeutics Inc. Common Stock,United States,2021,215223,Health Care,Biotechnology: Pharmaceutical Preparations
HP,Helmerich & Payne Inc. Common Stock,United States,,627460,Energy,Oil & Gas Production
HPAI,Helport AI Limited Ordinary Shares,Singapore,,14090,Technology,Computer Software: Prepackaged Software
HPAIW,Helport AI Limited Warrants,Singapore,,1719,Technology,Computer Software: Prepackaged Software
HPE,Hewlett Packard Enterprise Company Common Stock,United States,2015,7084078,Technology,Retail: Computer Software & Peripheral Equipment
HPE^C,Hewlett Packard Enterprise Company 7.625% Series C Mandatory Convertible Preferred Stock,United States,,241965,,
HPF,John Hancock Pfd Income Fund II Pfd Income Fund II,United States,2002,19716,Finance,Finance Companies
HPH,Highest Performances Holdings Inc. American Depository Shares,China,2019,66172,Finance,Investment Managers
HPI,John Hancock Preferred Income Fund Common Shares of Beneficial Interest,United States,2002,25307,Finance,Trusts Except Educational Religious and Charitable
HPK,HighPeak Energy Inc. Common Stock,United States,,77396,Energy,Oil & Gas Production
HPKEW,HighPeak Energy Inc. Warrant,United States,,314,Energy,Oil & Gas Production
HPP,Hudson Pacific Properties Inc. Common Stock,United States,2010,1774155,Finance,Real Estate
HPP^C,Hudson Pacific Properties Inc. 4.750% Series C Cumulative Redeemable Preferred Stock,United States,,207049,,
HPQ,HP Inc. Common Stock,United States,,8201381,Technology,Computer Manufacturing
HPS,John Hancock Preferred Income Fund III Preferred Income Fund III,United States,2003,47853,Finance,Investment Managers
HQH,abrdn Healthcare Investors Shares of Beneficial Interest,United States,1987,87171,Finance,Finance Companies
HQI,HireQuest Inc. Common Stock (DE),United States,,16438,Consumer Discretionary,Professional Services
HQL,abrdn Life Sciences Investors Shares of Beneficial Interest,United States,1992,43105,Finance,Investment Managers
HQY,HealthEquity Inc. Common Stock,United States,2014,452809,Consumer Discretionary,Business Services
HR,Healthcare Realty Trust Incorporated Common Stock,United States,,1465535,Real Estate,Real Estate Investment Trusts
HRB,H&R Block Inc. Common Stock,United States,,717832,Consumer Discretionary,Other Consumer Services
HRI,Herc Holdings Inc. Common Stock ,United States,2016,153660,Industrials,Misc Corporate Leasing Services
HRL,Hormel Foods Corporation Common Stock,United States,,1904635,Consumer Staples,Meat/Poultry/Fish
HRMY,Harmony Biosciences Holdings Inc. Common Stock,United States,2020,225942,Health Care,Biotechnology: Pharmaceutical Preparations
HROW,Harrow Inc. Common Stock,United States,,191540,Health Care,Biotechnology: Pharmaceutical Preparations
HROWL,Harrow Inc. 8.625% Senior Notes due 2026,United States,,1792,Health Care,Biotechnology: Pharmaceutical Preparations
HROWM,Harrow  Inc. 11.875% Senior Notes due 2027,United States,,2922,Health Care,Biotechnology: Pharmaceutical Preparations
HRTG,Heritage Insurance Holdings Inc. Common Stock,United States,2014,118679,Finance,Property-Casualty Insurers
HRTX,Heron Therapeutics Inc. Common Stock,United States,,783267,Health Care,Biotechnology: Pharmaceutical Preparations
HRYU,Hanryu Holdings Inc. Common Stock,South Korea,2023,320174,Technology,Computer Software: Programming Data Processing
HRZN,Horizon Technology Finance Corporation Common Stock,United States,2010,230917,Finance,Finance: Consumer Services
HSAI,Hesai Group American Depositary Share each ADS represents one Class B ordinary share,China,2023,3613547,Industrials,Industrial Machinery/Components
HSBC,HSBC Holdings plc. Common Stock,United Kingdom,,505177,Finance,Savings Institutions
HSCS,HeartSciences Inc. Common Stock,United States,2022,10586,Health Care,Industrial Specialties
HSDT,Helius Medical Technologies Inc. Class A Common Stock (DE),United States,,33609,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
HSHP,Himalaya Shipping Ltd. Common Shares,,2023,61600,Consumer Discretionary,Marine Transportation
HSIC,Henry Schein Inc. Common Stock,United States,1995,608560,Health Care,Medical Specialities
HSII,Heidrick & Struggles International Inc. Common Stock,United States,1999,83603,Consumer Discretionary,Diversified Commercial Services
HSON,Hudson Global Inc. Common Stock,United States,,1321,Consumer Discretionary,Professional Services
HSPO,Horizon Space Acquisition I Corp. Ordinary Shares,United States,2023,50,Finance,Blank Checks
HSPOU,Horizon Space Acquisition I Corp. Unit,United States,2022,250,Finance,Blank Checks
HSPOW,Horizon Space Acquisition I Corp. Warrant,United States,2023,7,Finance,Blank Checks
HSPTU,Horizon Space Acquisition II Corp. Units,United States,2024,43850,,
HST,Host Hotels & Resorts Inc. Common Stock,United States,,4412549,Real Estate,Real Estate Investment Trusts
HSTM,HealthStream Inc. Common Stock,United States,2000,82982,Technology,Computer Software: Programming Data Processing
HSY,The Hershey Company Common Stock,United States,,1523011,Consumer Staples,Specialty Foods
HTBI,HomeTrust Bancshares Inc. Common Stock,United States,2012,33861,Finance,Savings Institutions
HTBK,Heritage Commerce Corp Common Stock,United States,,186145,Finance,Major Banks
HTCO,Caravelle International Group Ordinary Shares,Singapore,,119297,Consumer Discretionary,Marine Transportation
HTCR,Heartcore Enterprises Inc. Common Stock,Japan,2022,311755,Technology,EDP Services
HTD,John Hancock Tax Advantaged Dividend Income Fund Common Shares of Beneficial Interest,United States,2004,68454,Finance,Finance Companies
HTFB,Horizon Technology Finance Corporation 4.875% Notes due 2026,United States,,734,Finance,Finance: Consumer Services
HTFC,Horizon Technology Finance Corporation 6.25% Notes due 2027,United States,2022,252,Finance,Finance: Consumer Services
HTGC,Hercules Capital Inc. Common Stock,United States,2012,533409,Finance,Investment Managers
HTH,Hilltop Holdings Inc.,United States,,124230,Finance,Major Banks
HTHT,H World Group Limited American Depositary Shares,China,2010,1893672,Consumer Discretionary,Hotels/Resorts
HTIA,National Healthcare Properties Inc. 7.375% Series A Cumulative Redeemable Perpetual Preferred Stock,United States,,1330,Real Estate,Real Estate Investment Trusts
HTIBP,National Healthcare Properties Inc. 7.125% Series B Cumulative Redeemable Perpetual Preferred Stock,United States,,2028,Real Estate,Real Estate Investment Trusts
HTLD,Heartland Express Inc. Common Stock,United States,1986,128137,Industrials,Trucking Freight/Courier Services
HTLF,Heartland Financial USA Inc. Common Stock,United States,,88188,Finance,Major Banks
HTLFP,Heartland Financial USA Inc. Depositary Shares each representing a 1/400th ownership interest in a share of 7.00% Fixed-Rate Reset Non-Cumulative Perpetual Preferred Stock Series E,United States,,4543,Finance,Major Banks
HTLM,HomesToLife Ltd Ordinary Shares,Singapore,2024,87178,Consumer Discretionary,Other Specialty Stores
HTOO,Fusion Fuel Green PLC Class A Ordinary Shares,Ireland,,366249,Energy,Industrial Machinery/Components
HTOOW,Fusion Fuel Green PLC Warrant,Ireland,,1849,Energy,Industrial Machinery/Components
HTZ,Hertz Global Holdings Inc Common Stock,United States,,7120098,Consumer Discretionary,Rental/Leasing Companies
HTZWW,Hertz Global Holdings Inc Warrant,United States,,221020,Consumer Discretionary,Rental/Leasing Companies
HUBB,Hubbell Inc Common Stock,United States,2015,198407,Technology,Electrical Products
HUBC,Hub Cyber Security Ltd. Ordinary Shares,Israel,,2813408,Telecommunications,Computer Communications Equipment
HUBCW,Hub Cyber Security Ltd. Warrant 2/27/28,Israel,,87318,Telecommunications,Computer Communications Equipment
HUBCZ,Hub Cyber Security Ltd. Warrant 8/22/2025,Israel,,16393,Telecommunications,Computer Communications Equipment
HUBG,Hub Group Inc. Class A Common Stock,United States,1996,394669,Consumer Discretionary,Oil Refining/Marketing
HUBS,HubSpot Inc. Common Stock,United States,2014,174746,Technology,Computer Software: Prepackaged Software
HUDI,Huadi International Group Co. Ltd. Ordinary Shares,China,2021,4410,Industrials,Steel/Iron Ore
HUHU,HUHUTECH International Group Inc. Ordinary Shares,China,2024,91484,Telecommunications,Metal Fabrications
HUIZ,Huize Holding Limited American Depositary Shares,China,2020,912,Finance,Specialty Insurers
HUM,Humana Inc. Common Stock,United States,,533783,Health Care,Medical Specialities
HUMA,Humacyte Inc. Common Stock,United States,2020,1069366,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
HUMAW,Humacyte Inc. Warrant,United States,2020,13511,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
HUN,Huntsman Corporation Common Stock,United States,2005,715726,Industrials,Major Chemicals
HURA,TuHURA Biosciences Inc. Common Stock,United States,,1874424,Health Care,Biotechnology: Pharmaceutical Preparations
HURC,Hurco Companies Inc. Common Stock,United States,,9355,Industrials,Industrial Machinery/Components
HURN,Huron Consulting Group Inc. Common Stock,United States,2004,60096,Consumer Discretionary,Professional Services
HUSA,Houston American Energy Corporation Common Stock,United States,,74759,Energy,Oil & Gas Production
HUT,Hut 8 Corp. Common Stock,United States,,6638854,Finance,Finance: Consumer Services
HUYA,HUYA Inc. American depositary shares each  representing one Class A ordinary share,United States,2018,989894,Technology,Computer Software: Programming Data Processing
HVT,Haverty Furniture Companies Inc. Common Stock,United States,,94310,Consumer Discretionary,Other Specialty Stores
HVT/A,Haverty Furniture Companies Inc.,United States,,124,,
HWBK,Hawthorn Bancshares Inc. Common Stock,United States,,3842,Finance,Major Banks
HWC,Hancock Whitney Corporation Common Stock,United States,,191064,Finance,Major Banks
HWCPZ,Hancock Whitney Corporation 6.25% Subordinated Notes due 2060,United States,,7790,Finance,Major Banks
HWH,HWH International Inc. Common Stock,United States,2022,910524,Health Care,Other Pharmaceuticals
HWKN,Hawkins Inc. Common Stock,United States,,55438,Consumer Discretionary,Specialty Chemicals
HWM,Howmet Aerospace Inc. Common Stock,United States,,1352031,Industrials,Metal Fabrications
HWM^,Howmet Aerospace Inc. $3.75 Preferred Stock,United States,,15,,
HXL,Hexcel Corporation Common Stock,United States,,357036,Industrials,Major Chemicals
HY,Hyster-Yale Inc. Class A common stock,United States,,42614,Industrials,Construction/Ag Equipment/Trucks
HYAC,Haymaker Acquisition Corp. 4 Class A Ordinary Shares,,2023,3,,
HYB,New America High Income Fund Inc. (The) Common Stock,United States,1988,17418,Finance,Investment Managers
HYFM,Hydrofarm Holdings Group Inc. Common Stock,United States,2020,40872,Consumer Discretionary,Consumer Specialties
HYI,Western Asset High Yield Defined Opportunity Fund Inc. Common Stock,,2010,51924,Finance,Investment Managers
HYLN,Hyliion Holdings Corp. Class A Common Stock,United States,2019,951709,Consumer Discretionary,Construction/Ag Equipment/Trucks
HYMC,Hycroft Mining Holding Corporation Class A Common Stock,United States,2018,56729,Basic Materials,Precious Metals
HYMCL,Hycroft Mining Holding Corporation Warrants,United States,,42737,Basic Materials,Precious Metals
HYMCW,Hycroft Mining Holding Corporation  Warrant,United States,2018,94930,Basic Materials,Precious Metals
HYPR,Hyperfine Inc. Class A Common Stock,United States,2021,49869,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
HYT,Blackrock Corporate High Yield Fund Inc. Common Stock,United States,2003,472677,Finance,Finance Companies
HYZN,Hyzon Motors Inc. Class A Common Stock,United States,2020,94290,Energy,Industrial Machinery/Components
HYZNW,Hyzon Motors Inc. Warrants,United States,2020,2170,Energy,Industrial Machinery/Components
HZO,MarineMax Inc.  (FL) Common Stock,United States,1998,390286,Consumer Discretionary,Auto & Home Supply Stores
IAC,IAC Inc. Common Stock,United States,,471753,Technology,Computer Software: Programming Data Processing
IAE,Voya Asia Pacific High Dividend Equity Income Fund ING Asia Pacific High Dividend Equity Income Fund Common Shares of Beneficial Interest,United States,2007,48835,Finance,Trusts Except Educational Religious and Charitable
IAF,abrdn Australia Equity Fund Inc. Common Stock,United States,1985,30722,Finance,Finance/Investors Services
IAG,Iamgold Corporation Ordinary Shares,Canada,,2972644,Basic Materials,Precious Metals
IART,Integra LifeSciences Holdings Corporation Common Stock,United States,,249836,Health Care,Medical/Dental Instruments
IAS,Integral Ad Science Holding Corp. Common Stock,United States,2021,395560,Technology,Computer Software: Programming Data Processing
IAUX,i-80 Gold Corp. Common Shares,Canada,2022,3273467,Basic Materials,Precious Metals
IBAC,IB Acquisition Corp. Common Stock,United States,2024,388,,
IBACR,IB Acquisition Corp. Right,United States,2024,1606,,
